nameAR	nameEN	altName	latitude	longitude	population	place	id
الشيخ اليعقوب	AlSheikh AlYagout		15.157707	32.5043627		village	node/2467550984
	Al Rasheed		15.2575452	32.5640846		village	node/2467592799
خشم القربة	Khashm El Girba		14.958192	35.89471		town	node/2487361789
معسكر الشجراب 3	Shagarab III Refugee Camp		14.7121387	35.9702582		town	node/2487367426
معسكر الشجراب 1	Shagarab I Refugee Camp		14.7629115	35.9821977		town	node/2487367449
معسكر الشجراب 2	Shagarab II Refugee Camp		14.7440844	35.9729141		town	node/2487367659
	Basunda		12.9860148	35.8448186		town	node/2522054333
نلوة	Nilwa		20.5422141	30.3000057		village	node/2529214633
قبة سليم	Qubbat Selim	أدي فار	20.5627936	30.2862377		village	node/2529214637
	Dhopu		10.62481	29.9429692		village	node/2550728221
	Todhoro		10.6940907	30.0137242		hamlet	node/2550728869
	Togaro		10.7092854	30.0748023		village	node/2550728872
	Tolape		10.7060787	29.971626		village	node/2550728874
	Topalla		10.6822013	30.0559408		village	node/2550728877
	Tosari		10.6655745	30.0276691		village	node/2550728880
بورام	Buram		10.8616617	25.1583291		city	node/2574072000
الروتروتايا	Er-Rutrutaya	Эр-Рутрутая	9.8279866	24.5589951		town	node/2574095009
	Khayr Wajih		10.7700727	24.6074829		town	node/2574095014
	Sherab		10.7135645	24.7081349		town	node/2574095017
	Um Danga		10.9508798	24.5773199		town	node/2574095218
	Rahad al-Bardi	"NA"	11.3026464	23.88428		town	node/2574098107
أم حجار	Umm Higar		9.4939687	24.5210091		town	node/2574155905
كافيا كنجي	Kafia Kingi		9.2729483	24.4164673		town	node/2574158593
	Rahad-Angatu		10.2895436	24.9036874		town	node/2575330355
	Al Fifi		10.0373806	25.0241508		town	node/2575345363
	Abu Gudul		10.6947143	25.0617142		town	node/2575457120
	Uma Cocab		9.9821239	24.9918169		village	node/2575457222
	El Aburu		9.8985539	24.9412627		town	node/2575457245
	Umm Digulgulaya		10.3901178	24.9325439		village	node/2575457367
	Mandi		10.8923054	30.5056401		village	node/2575810423
	Abu Ajura		11.5887258	24.6716118		town	node/2576501547
	Nyertete		12.964356	24.0436599		town	node/2580426369
	Dibbis		12.8554259	24.1134914		town	node/2580426371
	Sisi		13.1909231	22.7402454		village	node/2580440913
	Gereida	"NA"	11.2811075	25.1414136		town	node/2585787717
	Tulus		11.0931843	24.5306934		town	node/2585974793
	Ed Al Fursan		11.5111217	24.3138183		town	node/2585974855
	???		11.4229209	24.4725433		village	node/2585985225
	Abu Sellala		11.2165792	24.711732		town	node/2586028980
	Al Marwahah		11.4833832	24.5773426		town	node/2586034274
	Jidad		11.0999988	24.7521497		town	node/2586084493
	Abu Ajala		11.6126766	24.6643535		town	node/2586143089
	Katayla		11.1938466	24.3972698		town	node/2586173429
	Barbari		11.1231118	24.4161204		village	node/2586173453
	As Sumayh		9.6848385	27.7701557		town	node/2590105444
ماكو			13.5102105	22.6742679		village	node/2592451546
قولى	Guli		11.7190787	33.4914643		town	node/2597929648
بوط	Bout		11.4210555	33.385474		city	node/2597933459
رادوم	Radom		9.8253383	24.8469162		town	node/2600826445
	Samaha		9.7388355	26.8144936		locality	node/2605745157
	Kiir Adem		9.7321528	26.8153339		village	node/2605745298
يابوس		"NA"	9.9485508	34.1728997		village	node/2618181267
	El Fil		9.9604604	34.0280503		village	node/2618181390
	Quraywid		12.5972051	28.2829298		village	node/2635114464
	unkown		12.4609521	24.7178874		village	node/2648936883
	Menawashei		12.3986355	24.9808481		town	node/2648947351
المزموم	Al Mazmūm		12.2724838	33.5408281		city	node/2655669111
القرابين	Garabin		12.1159815	33.8163017		city	node/2655669439
اقدي	Agadi		11.8056389	34.0754246		city	node/2655669549
	Tuwal		11.0994098	23.8874911		town	node/2658646293
	Shergeila		11.1197542	24.9168234		town	node/2660513792
	Al Malwi		10.9164204	24.9194847		town	node/2660513983
	Kubbi		11.1140483	25.2946072		town	node/2660547450
	Al Akhdar		10.5935059	25.2079182		town	node/2660610562
كركور طلح	Karkour Talh	كركور طلح Karkour Talh	21.9632755	25.1323038		village	node/2663063645
سالي	Sali		10.7774504	34.1889582		village	node/2670524844
	Ragag		10.9245009	24.7071488		town	node/2670850995
ولاية شرق دارفور	East Darfur State	East Darfur State ولاية شرق دارفور,Ost-Darfur	11.2231983	26.5858041		state	node/2691764712
	Squre1 Emtidad Shambat		15.6699717	32.537856		neighbourhood	node/2810302022
	Maktab Ziraai		15.3439708	35.6598012		village	node/2828428835
حلفا الجديدة	New Halfa		15.3202459	35.6037885		town	node/2828441938
	Qaryah Thalāthan		15.1830649	35.7229501		village	node/2828441949
	Qaryah Ithnān		15.1515678	35.6939147		village	node/2828441963
القرية 18	Qaryah Thamānīvata ‘Ashar		15.3582385	35.6408536		village	node/2828442064
	Qaryah Tis‘ah		15.2459923	35.6536601		village	node/2828442097
	Qaryah ‘Asharah		15.258078	35.702929		village	node/2828442113
	Qaryah Thamānīyah		15.2075855	35.6129964		village	node/2828442147
	Qaryah Khamsah		15.1931529	35.645592		village	node/2828442160
	Qaryah Ithnā ‘Ashar		15.2855675	35.6695387		village	node/2828442164
	Nukhaylah		19.0431493	26.3134976		locality	node/2858257664
تينا	Tina		15.0177073	22.8185665		city	node/2932393524
	Basao		15.0187116	22.9571302		village	node/2932411774
	Al-Kadaro		15.7493578	32.5635148		neighbourhood	node/2941445407
	Osaylat		15.3750723	32.8629368		village	node/2952083273
تمبول	Tambool		14.9267897	33.422566		city	node/2955411569
	Mabrouka		14.9208624	33.4502341		village	node/2955465395
	Kirayat		14.9294462	33.455856		village	node/2955465396
	Al-Aboudab		14.9095412	33.4446551		village	node/2955496048
	Wad Alfadul		14.997932	33.3746602		village	node/2955530687
الخوجلاب	Al-Khojlab		15.8100816	32.5602461		village	node/2956991062
الفكي هاشم	Al-Faki Hashim		15.8357733	32.5567915		village	node/2956991066
	Marinjan		14.3421683	33.533451		neighbourhood	node/2961037410
	Al-Dubaseen		14.3422723	33.5425244		neighbourhood	node/2961037411
	Um Sunut		14.3300491	33.559948		village	node/2961037416
	Hilat Hassan		14.3482043	33.5390021		neighbourhood	node/2961037421
	Um Dagarsi		14.9860807	33.2305066		village	node/2961152170
بانت	Banat		14.7532099	33.4089083		village	node/2965669718
	Al-Tarajmah		14.7845613	33.4230811		village	node/2965698482
	Sifaita Al-Ghanoumab		14.7388097	33.3246543		village	node/2965727841
جبيت	Jubayt		18.952248	36.834481	30000	city	node/2971608212
كارورا	Karora		17.7039112	38.3647389		village	node/2971808069
سنكات	Sinkāt		18.8379764	36.8364825		city	node/2983364451
	Al-Faragin		15.1930916	32.7586535		village	node/3013744330
	Alsidaira		15.1532515	32.8168403		village	node/3013756423
	Habiba		15.2573595	32.7148777		village	node/3013756424
	Alsidaira West		15.175946	32.7937518		village	node/3013756425
	Kab Algidad		15.1306291	32.8717719		village	node/3013756426
قرية الكريبة	AlKaraiba		14.4119355	33.4635288		village	node/3027041964
	Al-Muhandiseen		15.6150589	32.4654558		neighbourhood	node/3053058257
نفق بري			15.6080914	32.5451295		locality	node/3068931397
الحواتة	El Hawata	Al Hawatah,Al Hawwata,Al Ḩawātah	13.4176259	34.6336766		city	node/3121562429
بيكة	Beika		14.4044404	33.4279459		village	node/3125639975
	Mahala		14.413235	33.3703264		village	node/3125670748
	Al-Talha		14.4103764	33.3526367		village	node/3125718260
	Aboud		14.2295514	33.1317858		village	node/3125745999
	Korma		13.8533114	24.7517392		village	node/3134284970
	Qal‘at Takārīr		13.4897117	35.1142257		village	node/3136143945
	Ardeba / Marenji		9.9613692	33.9971066		hamlet	node/3151955874
	Birkat Saira		13.5667191	23.4433697		town	node/3154245577
	Jirewa		11.8351336	33.5201854		town	node/3160805777
دربات	Deribat		13.0808649	24.5194655		town	node/3170505535
كيلك	Keilak		10.832651	29.3507214		town	node/3182058113
	Um Hashīma	"NA"	11.3565729	31.3996653		village	node/3200570796
	Tajmala	"NA"	11.597999	31.0971098		town	node/3200632462
هيا	Hayya	Haiya	18.3329475	36.3860147		town	node/3201578820
	Kortala		12.0842896	30.3080189		town	node/3202095244
	Bābikri		12.9956592	35.7647669		town	node/3207135813
	Balinga		10.9108359	29.7572881		hamlet	node/3226496562
	Khamdi		13.6393641	25.2401073		village	node/3226845952
	Shagara Abu Bakr		13.6024861	25.2254108		village	node/3226846012
	Malha Wells		15.0935129	26.1585109		town	node/3246118934
	Hillat Al Sifayah		15.6696228	35.5039315		village	node/3248749661
	Hillat Qeli		15.6288456	35.5132379		village	node/3248749662
	Hillat Rerah		15.6481513	35.4445191		village	node/3248749663
	Madīnat al Masna’a		15.4793243	35.5516509		town	node/3248749664
	Qaryah Ahada ‘Ashar		15.2502206	35.5973186		village	node/3248749665
	Qaryah Arba‘ah wa ‘Ishrūn		15.3957858	35.5397489		village	node/3248749666
القرية 14	Qaryah Arba‘ata ‘Ashar		15.3137531	35.6394975		village	node/3248749667
	Qaryah Ithnān wa ‘Ishrūn		15.4168295	35.6128001		village	node/3248749668
	Qaryah Sab‘ah		15.2221518	35.7398746		village	node/3248749669
	Qaryah Sittah Arab		15.2491169	35.5048215		town	node/3248749670
	Qaryah Sittah		15.2099489	35.6826242		village	node/3248749671
	Qaryah Sittata ‘Ashar		15.3363018	35.5548983		village	node/3248749672
القرية 13	Qaryah Thalāthata ‘Ashar		15.2802847	35.625536		village	node/3248749673
	Qaryah Wāhid wa ‘Ishrūn		15.3783033	35.5812876		village	node/3248749674
	Qaryah Wāhid		15.1402151	35.7255329		village	node/3248749675
	Qaryah ‘Ishrūn		15.3804286	35.50486		village	node/3248749676
	Borida		15.0585089	33.5562093		village	node/3248785074
	Umm Ḩujayrah		15.1048634	33.4681513		village	node/3248785075
	Wad Azraq		15.054004	33.622268		village	node/3248785076
	Wad Ḩamadnā Allāh		15.0523263	33.5881601		village	node/3248785077
سيدون	Sidon	Sidon?	17.3290026	34.439191		village	node/3258640623
	Al Amīn		12.1952511	28.0301923		village	node/3271746702
	Ya‘qūb		11.1277264	29.3175706		village	node/3273648944
	Al Kuraynik		13.3674856	22.8916753		village	node/3276835447
	Hajar Tama		13.1632103	22.9825788		village	node/3276835448
	Kongi		13.3791576	23.1083985		village	node/3276835449
	Umtajok		13.4208997	23.0738882		village	node/3276835450
	Watsani		13.5212061	23.1626588		village	node/3276835451
	Al Ahmar		11.9041339	33.6348019		town	node/3302165659
	El Barun		11.7307723	33.4905664		town	node/3302165660
	Fash Shār		11.8461914	33.5957956		hamlet	node/3302166061
	Jammām		11.8351	33.5958		village	node/3302166072
	Quli		11.7362036	33.5106004		town	node/3302166581
	Qumur		11.9178	33.6205		village	node/3302166582
	Rūru		11.8996939	33.655639		town	node/3302166583
	Sheikh Idris		11.7188779	33.5014032		village	node/3302166584
	Balos		13.3760343	34.9527455		town	node/3302642511
	Bān		13.4290527	34.9130543		town	node/3302642512
	Mugdeit		13.4095103	34.905692		village	node/3302642513
	Qurein		13.5246059	34.782541		town	node/3302649310
السوكي	El Suki	As Suki	13.3246176	33.8904559		city	node/3310640105
	Banasu		13.0363604	33.9791361		village	node/3310800434
	Meina Al Mak		13.1664841	33.9577577		village	node/3313215530
سنجة	Singa	سِنْجَة,Sindscha	13.1440522	33.9283527		city	node/3313215531
	Dontai	"NA"	12.8946748	34.0231116		village	node/3313226944
	Karkoj		12.9374426	34.0207841		village	node/3313226945
	Merau	"NA"	12.8498361	34.0712504		village	node/3313250961
	Barankwa		12.753602	34.1538705		village	node/3313263698
	Qindil		12.6719724	34.1523341		village	node/3313263699
ود النيل	Wad an Nail		12.513909	34.1123314		city	node/3313277604
الدندر القويسي	Al Quwaysi	El Quwaysi,الدندر ,القويسي	13.3342503	34.0869653		city	node/3313281455
	Al Farajab		15.1927214	32.6405073		village	node/3328485243
	Wad Alkireil		15.1149703	32.4952474		village	node/3328488471
	Al Shukaba		15.1295927	32.4849456		village	node/3328488472
القطينة	Al Qutaynah		14.8762914	32.3703723		village	node/3328504630
بربر	Berber	Barbar	18.0263236	33.9925728		town	node/3395842948
أروما	Aroma		15.8099977	36.1365693		city	node/3396917409
	Hamaschkorieb		16.1572481	36.2029698		town	node/3398735314
الدندر	Ad Dinder		13.2644829	34.1429258		town	node/3414404893
حمرة الشيخ	Hamrat El Sheikh		14.6383993	27.9744818		town	node/3424207593
	Manasis		11.2233326	25.4520569		town	node/3483041517
	Yabus Gaba		9.959348	34.1106023		village	node/3495256432
	Silea		13.9993583	22.6196776		village	node/3601705803
	Hilat Abbas		14.3210458	33.5811275		village	node/3741208432
	Alshukaba Alwihda		14.2944527	33.5692373		village	node/3741233470
العمارة الجديدة	Alamara Algadida		14.7395755	33.3970693		village	node/3792609143
ود رحوم	Wad Rahoom		14.734263	33.3865121		village	node/3792615900
العوايدة	Al Awaida		14.7164052	33.4290369		village	node/3792619004
أبوجلفا	Abu Jalfa		14.7253187	33.4811405		village	node/3792619006
الهبيكة عكود	Al Hibeika Akoud		14.6740738	33.4011033		village	node/3792619157
الهبيكة	Al Hibeika		14.674572	33.4206727		village	node/3792619158
العريباب	Al Ereibab		14.6941664	33.402734100000004		village	node/3792619159
العزيبة	Al Ezayba		14.777921	33.3254865		village	node/3792637976
	Bebnis		11.5920695	33.18807		village	node/3800456063
	Yunis		14.6336874	24.7344371		locality	node/3803165332
	Bazora		13.1049872	34.9323872		town	node/3803360022
الشلال الثاني	Nile 2nd. Cataract		21.4791158	30.9557824		locality	node/3942678356
	Nile 3rd. Cataract		19.817968	30.3054636		locality	node/3942678557
الشلال الرابع	Nile 4th. Cataract		18.6661277	32.0529132		locality	node/3942678558
	Nile 5th. Cataract		17.6823526	33.9663484		locality	node/3942678559
الشلال السادس	Nile 6th. Cataract	شلال السبلوقة	16.286146	32.6696875		locality	node/3942678560
بوزي			12.4723251	33.4817873		town	node/3992138474
	Abusalik		12.0745355	33.7967431		village	node/3992179261
الدالي	Ad Dali,Ad Dāli		12.866116	33.4133374		city	node/3992349935
الجبلين	Aj Jabalen,Al Jabalayn,El Jebelein,Jebelein,aljblyn		12.5949867	32.8088318		city	node/3992374366
	Abu Gaw		11.7714015	33.1953253		hamlet	node/3993555813
	Wedabok		11.3696821	33.6404403		city	node/4002925136
	Buk		11.5347292	33.8540954		town	node/4002925793
	Tishwin		9.7723339	29.5175803		village	node/4012177956
كلبس	Kulbus	Koulbus,كلبُس	14.3657155	22.4614296		town	node/4019105282
	Sumayah		9.8504915	27.7908315		locality	node/4034442967
القولد	Al Goled		18.5046499	30.6330833		city	node/4116845005
كولب	Kulb,Kulb East,Kulba		21.0520281	30.6651379		village	node/4154121116
كويكة	Kowikka	كَوِكَّة	20.6848244	30.3381502		village	node/4156143767
أرودين			20.6692785	30.3144802		village	node/4157499479
صيصاب			20.7526534	30.31963		village	node/4157499480
عدو		"NA"	20.7219902	30.3445638		village	node/4157499481
موركة			20.7192041	30.3142559		village	node/4157499482
عبود			20.639493	30.3198436		village	node/4157525630
جزيرة نولتي	nolwata		20.6413161	30.3042541		village	node/4158218505
أبوراقة			20.6018232	30.2845372		village	node/4158218506
تبج			20.7726792	30.3276778		village	node/4158218507
توشكى			20.7240893	30.3041897		village	node/4158218508
جزيرة ارنتى			20.8186662	30.3534807		village	node/4158218509
جنس			20.8175229	30.4893131		village	node/4158218510
عطب			20.8200701	30.4398317		village	node/4158218511
عمارة			20.8090888	30.3799701		village	node/4158218512
كوشة			20.8294362	30.5424208		village	node/4158218513
أشيمتو			20.5029099	30.3314849		village	node/4160014618
إرو		"NA"	20.5259712	30.331721		village	node/4160014619
صواردة			20.5654334	30.3045127		village	node/4160014620
مسيدة			19.893946	30.3899179		village	node/4161837889
جزيرة اردوان			19.9254046	30.3594402		village	node/4161885162
الكاسورة	Al Kasowrah		19.1605355	30.5107511		village	node/4163207089
ام دوم	Umm Dawm		15.5362402	32.628427		suburb	node/4181443345
صلب	Soleb		20.4723466	30.3123373		village	node/4187344105
بركية	Berkia		19.5478871	30.3894959		village	node/4196260420
دمبو			19.5319775	30.3905527		village	node/4196260421
مشو	Mushu		19.5708135	30.3700901		village	node/4196260422
البرقيق			19.5841761	30.4138635		village	node/4197000415
كرمه النزل			19.6418582	30.4080538		village	node/4197000416
كوية			19.5138837	30.3986339		village	node/4197000417
لبب شرق			18.9887551	30.481003		village	node/4214506803
ود نميري			18.9881927	30.4561966		village	node/4214506804
اقترى			20.091358	30.5779196		village	node/4218556705
سعدنكورتي			20.1469218	30.5617377		village	node/4218556706
	Village		20.3427696	36.0679895		village	node/4227797484
تومالا	Tomala		20.1530388	35.8459076		town	node/4227802242
	Hamteb		20.2955459	36.1249779		village	node/4227802689
	Hamlet		19.5944375	35.9692358		hamlet	node/4227803408
السيال	AlSayyal		15.1787683	33.1241806		village	node/4227853278
العيدج	Aidaj		15.1921133	33.1198116		village	node/4227854789
التكيلات	Tikailat		15.2006242	33.108895		village	node/4227856274
الكاملين شرق	Alkamlin East		15.0387836	33.2103792		village	node/4227897693
المغاربة	AlMagharba		15.0669232	33.2467285		village	node/4227897694
ود النور	Wad AlNour		15.0276345	33.2648173		village	node/4227897695
المتمة	AlMatama		15.0582414	33.2060877		village	node/4227905261
كفوري مربع ١١		"NA"	15.6240091	32.5676426		neighbourhood	node/4232936201
كافوري مربع ٩	kafuri block 9	كفوري مربع ٩	15.6304449	32.5677126		neighbourhood	node/4232938098
كفوري مربع ١٢			15.6267014	32.5814149		neighbourhood	node/4234699189
الكرو	El Kurru		18.410242	31.7741991		village	node/4259711558
نوري	Nuri		18.561145	31.888321		town	node/4261906833
الجزيرة إسلانج			15.8887836	32.5267396		town	node/4261971292
ود شريف	Wad Sharefay		15.3633705	36.4490365		town	node/4263510366
	Village		15.4161215	36.5796385		village	node/4266793034
	Village		15.4044047	36.5711171		village	node/4266794974
الدهيسيرة			18.3888181	31.7609496		town	node/4269170161
الزومة			18.3696729	31.7495793		town	node/4269170162
بخيت			18.2991793	31.6880966		village	node/4269170163
حزيمة			18.3348574	31.7244565		village	node/4269170164
مقاشي			18.3521879	31.7375742		village	node/4269170165
الدبيبة	Ad Dubaybah		18.4535181	31.8131464		neighbourhood	node/4270926088
القرير	Al Qurayr		18.2891054	31.7204287		town	node/4270926789
فتنة	Fitnah		18.4246152	31.806995		neighbourhood	node/4270926790
سمعريت	Samareit		18.3990386	31.7965258		neighbourhood	node/4270926791
تنقاسي الرويس	Tangasi ar Ru'ays		18.3836462	31.7913383		neighbourhood	node/4270926792
تنقاسي	Tangasi		18.3841184	31.791401		town	node/4270926793
الاراك			18.2033231	31.6113255		village	node/4272453817
الحجير			18.2427124	31.6401783		village	node/4272453818
المقل			18.2729107	31.6617121		village	node/4272453819
الباسا	Al Basa		18.1667768	31.6172097		village	node/4272601379
جواري	Gowari		18.0818251	31.53557		village	node/4272601380
كورتي	Korti		18.097374	31.564979		town	node/4272601381
اوسلي	Usli		18.2219791	31.6581899		village	node/4272601382
الاراكة			18.0884121	31.5468481		village	node/4272601757
الحلة البيضاء			18.1094491	31.5781171		neighbourhood	node/4272601758
الغريبة			18.1376734	31.5943086		village	node/4272601759
جزيرة مساوي			18.258758	31.6631877		island	node/4272601760
مساوي			18.2396318	31.6733498		village	node/4272601761
حسينارتي	Huseinarti		18.0253355	31.4151858		village	node/4272621793
الأركي	Al Arki,El Arki		18.1230731	31.5296499		village	node/4274854800
البار	Al Bar,El Bar		18.1358226	31.5476173		village	node/4274854801
البرصة	Al Barsa',Al Barşā’,El Barsa		18.141363	31.5647315		village	node/4274854802
النافعاب	An Nafab,En Nafab		18.0998588	31.5173364		village	node/4274854803
الكرفاب	El Karafab,Karafab		18.171981	31.59896		village	node/4274854804
مورة	Mura		18.0762383	31.4819873		village	node/4274854805
الركابية			18.090481	31.5014211		village	node/4274856097
السدر			18.062881	31.4600147		village	node/4274856098
جلاس			18.1261526	31.5398908		village	node/4274856099
كوري			18.0526295	31.4309503		village	node/4274856100
العفاض			17.9996151	31.1919352		village	node/4277203176
الهو			18.052396	31.378742		village	node/4277203177
ارتموقة	Artimoga		18.013148	31.2993494		village	node/4279253656
فقير ام كتي	Fagrinkotti,Fakrinkotti,Faqrinkotti		18.0309353	31.3179839		village	node/4279253657
منصوركوتي	Mansur Koti,Mansurkotti		18.0347317	31.3331097		village	node/4279253658
أمبوكول		"NA"	18.0709892	31.5215992		village	node/4279253681
ارقي	Argi		18.0834185	30.947209		village	node/4281179910
الجابرية	Gabriya		18.0990088	30.8974727		village	node/4281179911
الككر	Kakur		18.0989082	30.9174903		village	node/4281179912
الكرد	Kerat		18.0824091	30.9158917		village	node/4281179913
ابو دوم	Abu Dom		17.978306	31.1347249		village	node/4281268513
جرا	Girra Barra		18.0400555	31.0266953		village	node/4281268514
قوشابي	Goshabi		17.9947479	31.0985061		village	node/4281268515
كرمكول	Karmakol		18.0212781	30.998297		village	node/4281268516
دبة الفقراء			18.0140348	31.0104901		village	node/4281268517
بكبول	Bakabul		18.2009755	30.7632527		village	node/4283473532
بنقنارتي قبلي	Banganarti		18.170199	30.792203		village	node/4283473533
تنقسي الجزيرة	Tangasi Island,Tangussi Island		18.1430171	30.8364348		village	node/4283473534
بروس			18.1356337	30.8187329		island	node/4283473562
بنقنارتي بحري			18.1835777	30.7797948		village	node/4283473563
حمور	Hammour		18.1911452	30.7687654		village	node/4283473564
سلب			18.1397639	30.8628499		village	node/4283482450
الغابة			18.173404	30.735329		town	node/4284697254
الباجا			18.2420105	30.7177973		village	node/4285066046
امنتجو	Amantago,Amentago,Amentego,Amentogo		18.4298081	30.7119021		village	node/4285407423
عرب حاج	Arab Hag,Arab Hajj,‘Arab Hag,‘Arab Ḩājj		18.3707513	30.7153638		village	node/4285407424
القدار	Ghaddar		18.2845814	30.7273233		village	node/4285407425
كدكول	Kadakol,Kodokol		18.3518058	30.71669		village	node/4285407426
مقاوده,المقاوده	Megabda,Megauda		18.3250654	30.7127406		village	node/4285407427
ناوا	Naui,Nawi		18.4541165	30.7215681		village	node/4285407428
رومي البكري			18.4088376	30.6787375		village	node/4285407436
كنكلاب			18.3125473	30.6880703		village	node/4285407437
لتي			18.4279682	30.7364823		village	node/4285407438
فرجي	Fergi		18.4598809	30.7000734		village	node/4289878194
كومي	Komi Island		18.5014559	30.675268		island	node/4289878195
ملواد	Malwad,Mulwad		18.6433881	30.575772		village	node/4289878196
ام كرابيج	Umm Karabik		18.5497517	30.6321063		village	node/4289878197
الخندق	Al Khandaq,El Khandag,El Khandaq,Khandak,Khandaq		18.6066737	30.5658452		village	node/4295552859
دمبو	Dambo		18.5540597	30.5950937		neighbourhood	node/4295552860
سلقي	Salagi		18.5281755	30.6139005		neighbourhood	node/4295552861
جزيرة سالي	Sali Island	جزيرة سالى	18.6805475	30.5614485		island	node/4295552862
سالي	Sali		18.655134	30.554146		village	node/4295552863
شبعانه	Shabana,Shabanah,Shabānah		18.5148158	30.6285699		neighbourhood	node/4295552864
شبتوت	Shebatot		18.5834751	30.5653789		neighbourhood	node/4295552865
سورى	Sori,Suri		18.6859576	30.5477512		village	node/4295552866
اوربي	Urbi		18.7457381	30.5239857		village	node/4295552867
الصحابه	Sahaba		18.9296313	30.4551437		village	node/4296574289
شيخ شريف	Shaykh Sharif,Shaykh Sharīf,Sheikh Sherif		19.101097	30.4745638		village	node/4296574290
سورتود	Sortot		19.0519593	30.4601608		village	node/4296574291
التيتي	Taetti,Teit,Teiti,Teti,Tēti		18.8161537	30.5020354		village	node/4296574292
تمنار	Timinar		19.0213954	30.4819611		village	node/4296574293
جرتود			18.9227079	30.4743581		village	node/4296574663
لبب غرب			19.0064577	30.4571811		village	node/4296574664
ارتدي	Ertidi,Irtidi		19.1485528	30.4723045		village	node/4296944361
الخناق	Khana,Khanag,Khannag		19.1341022	30.4743742		village	node/4296944362
جراده	Garada,Qarada		19.2617648	30.4470728		village	node/4297011163
غرب بن	Gharb Benna,Gharb Binna		19.4433667	30.4172321		village	node/4297011164
مراغه	Maragha		19.2112852	30.4717661		village	node/4297011165
الزورات			19.3353065	30.4315528		village	node/4297011475
كابتود			19.2267454	30.4525794		village	node/4297011476
اقدي	Agada		19.2791275	30.4772692		village	node/4298042887
الترعه	At Tur`ah,At Tur‘ah,Et Tur`a,Et Tur‘a		19.3192277	30.4603274		village	node/4298042888
دار العوضه	Dar al `Awada,Dar el `Awada,Dar el ‘Awada,Dār al ‘Awada		19.498677699999998	30.4559548		village	node/4298043989
قرنتى	Gronti		19.4902492	30.4341114		village	node/4298043990
حامد نارتي	Hamednarti		19.3665336	30.4824097		village	node/4298043991
الهمك	Hamok		19.3353183	30.4825508		village	node/4298043992
السليم	Seleim,Sulaym		19.1928441	30.5141933		town	node/4298043993
جزيرة بنا			19.4283108	30.4311493		island	node/4298043994
موسنارتي			19.4582079	30.4327166		island	node/4298043995
الدوم			19.3412169	30.4941131		village	node/4298124394
السير			19.3381798	30.4733413		village	node/4298124395
ايماني			19.32399	30.4896269		village	node/4298124396
مجرب			19.3199414	30.4772927		village	node/4298124397
اكد	Akkad		19.6741795	30.3642093		village	node/4298864688
سروج	Koban and Sorog		19.650673	30.3604507		village	node/4298865389
دقرتي	Dagarti		19.6871225	30.3734362		island	node/4298968214
ناب	Nab Island		19.7988707	30.3211189		island	node/4298968215
سميت	Simit Island,Sinat Island		19.7766364	30.3435931		island	node/4298968216
هنك			19.7217077	30.3630174		village	node/4298968217
جزيرة آرتمري			20.0722513	30.569646		village	node/4306748560
قرقود شمال			20.1812328	30.5462002		village	node/4306748561
عكاشة	Akasha,`Akashah,‘Akāshah		21.075457	30.7060505		village	node/4307686544
شلال دال	Dal Cataract		21.0159107	30.5827246		locality	node/4307686545
دال	Dal		20.983085	30.5667466		village	node/4307686546
فريق	Ferka East		20.902662	30.5786263		village	node/4307686547
جزيرة فريق	Ferkinarti Island		20.9012858	30.5714719		island	node/4307686548
ارقين			21.9964649	31.2913826		village	node/4308098635
ابو دليق	Abu Delelq	أبو دليق	15.8990206	33.8087818		city	node/4309767703
حلة كوكو			15.6191394	32.5916895		neighbourhood	node/4330833092
القلابات	Gallabat		12.959376	36.149717		town	node/4339052110
دوكة	Doka		13.5234391	35.7606861		town	node/4339061649
شبشة	Shabasha,Shabashah		14.1313712	32.2296602	16660	town	node/4343078091
باو	Bau,Baw,Bāw,Darfung,Wisho,Wisko		11.3351416	34.0650315		village	node/4346558397
ود أبوك	Wad Abok		11.3694072	33.6393984		village	node/4346594926
دنقناب			21.1136256	37.2543174		island	node/4356275965
عزازة	Al `Azaza,Al ‘Azāza		12.9629528	34.6404618		town	node/4357440937
نورالجليل	Nur Aj Jalil,Nur al Jalil,Nur el Galil,Nūr Aj Jalīl,Nūr al Jalīl		12.9512621	34.6099826		village	node/4357440938
أم عقرب	Um `Aqrab,Um ‘Aqrab	ام عقرب	12.9572846	34.6306034		neighbourhood	node/4357440939
أم دافوق	Um Dafuq		10.4644562	23.2983173		village	node/4415168339
أم دافوق	Um Dafuq		10.4710955	23.305641		village	node/4415168340
	Belatuma		9.9602263	34.0015034		village	node/4508059032
	Katla	"NA"	11.7619586	29.3159172		village	node/4518855369
	Julud		11.7048732	29.4927428		village	node/4520580038
	Mesheitir		9.8321796	24.6800208		hamlet	node/4560940856
	Umm Dul		10.916506	24.6349659		village	node/4560954368
	Wad al Hulaywah		14.2264489	36.0376494		town	node/4585865965
الشبيراب الخوالدة			14.3613906	33.1539459		town	node/4663238347
قرية النويلة			14.4005191	33.112661		village	node/4663320484
شرفت فلاتة			14.392618	33.1470911		village	node/4663329936
شرفت الخوالدة			14.3973133	33.1549496		village	node/4663334506
ودرعية			14.4124254	33.1652641		village	node/4663343336
زنقاحة			14.4055879	33.2121706		village	node/4663343337
ود الجمل			14.3825329	33.2297409		village	node/4663343338
ودربيعة			14.3333716	33.2517839		village	node/4663343339
