sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Associated disaster2","Total deaths","Total affected","Total damage ('000 US$)","Insured losses ('000 US$)","Disaster name","Disaster No."
09/03/2012,09/03/2012,China,CHN,"Xinjiang Uygur Zizhiqu province",,,5.8,Richter,Earthquake,"Ground movement",--,--,0,36641,84000,0,,2012-0604
03/03/2013,03/03/2013,China,CHN,"Eryuan Xian, Yangbi Yi Zizhixian, Yunlong Xian areas (Dali Bali district, Yunnan Sheng province)",25.98,99.81,5.2,Richter,Earthquake,"Ground movement",--,--,0,427740,56000,0,,2013-0081
20/04/2013,20/04/2013,China,CHN,"Lushan area (Ya'an district, Sichuan Sheng province)",30.308,102.888,7,Richter,Earthquake,"Ground movement",--,--,198,2198785,6800000,23000,,2013-0116
22/07/2013,22/07/2013,China,CHN,"Gannan Tibetan, Longnan, Dingxi, Tianshui, Baiyin, Lanzhou districts (Gansu Sheng province)",34.512,104.262,5.9,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,95,123887,1000000,0,,2013-0242
31/08/2013,31/08/2013,China,CHN,"Benzilan village (Deqin Xian area, Deqen Tibetan district, Yunnan Sheng province)",28.243,99.35,5.6,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,3,538050,155000,0,,2013-0314
22/11/2013,23/11/2013,China,CHN,"Changling area (Songyuan district, Jilin Sheng province)",44.599,124.168,5.3,Richter,Earthquake,"Ground movement",--,--,0,58300,0,0,,2013-0470
16/12/2013,16/12/2013,China,CHN,"Badong area (Enshi Tujia and Miao district, Hubei Sheng province), Zigui, Xingshan areas (Yichang district, Hubei Sheng province)",,,5,Richter,Earthquake,"Ground movement",--,--,0,90500,6300,0,,2013-0555
17/04/2013,17/04/2013,China,CHN,"Dali Bai district (Yunnan Sheng province)",25.953,99.782,5.2,Richter,Earthquake,"Ground movement",--,--,0,80555,38000,0,,2013-0563
01/12/2013,01/12/2013,China,CHN,"Keping Xian area (Aksu district, Xinjiang Uygur Zizhiqu province)",,,5.3,Richter,Earthquake,"Ground movement",--,--,0,2000,0,0,,2013-0581
12/02/2014,12/02/2014,China,CHN,"Yutian Xian area (Khotan district, Xinjiang Uygur Zizhiqu province)",35.905,82.59,6.9,Richter,Earthquake,"Ground movement",--,--,0,450000,174000,0,,2014-0086
04/04/2014,04/04/2014,China,CHN,"Xiluoduzhen village (Zhaotong district, Yunnan Sheng province)",,,5.4,Richter,Earthquake,"Ground movement",--,--,0,75021,80000,0,,2014-0129
24/05/2014,24/05/2014,China,CHN,"Yingjiang area (Dehong Dai and Jingpo district, Yunnan Sheng province)",,,5.8,Richter,Earthquake,"Ground movement",--,--,0,225015,60000,0,,2014-0173
30/05/2014,30/05/2014,China,CHN,"Yingjiang area (Dehong Dai and Jingpo district, Yunnan Sheng province)",25,97.84,5.9,Richter,Earthquake,"Ground movement",--,--,0,184723,2000,0,,2014-0177
03/08/2014,03/08/2014,China,CHN,"Longtoushanzhen, Zhaotong cities (Ludian area, Zhaotong district, Yunnan Sheng province), Qiaojia area (Zhaotong district, Yunnan Sheng province), Huize area (Qujing district, Yunnan Sheng province), Guizhou Sheng, Sichuan Sheng provinces
",27.189,103.41,6.5,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,731,1120513,5000000,0,,2014-0281
07/10/2014,07/10/2014,China,CHN,"Yongping Xian area (Dali Bai district, Yunnan Sheng province)",23.383,100.47,6,Richter,Earthquake,"Ground movement",--,--,1,255324,274000,0,,2014-0449
22/11/2014,22/11/2014,China,CHN,"Sichuan Sheng province",30.34,101.74,5.9,Richter,Earthquake,"Ground movement",--,--,5,82355,50000,0,,2014-0464
06/12/2014,06/12/2014,China,CHN,"Weiyuan Xian area (Dingxi district, Gansu Sheng province)",23.358,100.53,5.5,Richter,Earthquake,"Ground movement",--,--,1,2022,0,0,,2014-0544
22/02/2015,22/02/2015,China,CHN,"Shawan area (Tacheng district, Xinjiang Uygur Zizhiqu province)",,,5.2,Richter,Earthquake,"Ground movement",--,--,0,8640,14650,0,,2015-0078
01/03/2015,01/03/2015,China,CHN,"Zhenkang Xian, Cangyuan Wa Zizhixian, Gengma Dai-Wa Zizhixian areas (Lincang district, Yunnan Sheng province)",,,5.2,Richter,Earthquake,"Ground movement",--,--,0,2032,15000,0,,2015-0125
25/04/2015,25/04/2015,China,CHN,"Shigatse district (Xizang Zizhiqu province)",28.231,84.73,,Richter,Earthquake,"Ground movement",--,--,29,207883,0,0,,2015-0144
12/05/2015,12/05/2015,China,CHN,"Shigatse district (Xizang Zizhiqu province)",,,7.3,Richter,Earthquake,"Ground movement",--,--,1,0,0,0,,2015-0175
03/07/2015,03/07/2015,China,CHN,"Xilkiqi village (Pishan area, Khotan district, Xinjiang Uygur Zizhiqu province)",37.459,78.15,6.4,Richter,Earthquake,"Ground movement",--,--,3,9263,3200,0,,2015-0271
25/11/2016,25/11/2016,China,CHN,"Xinjinag Uygur Zizhiqu province",39.238,74.047,6.6,Richter,Earthquake,"Ground movement",--,--,1,37200,5500,0,,2016-0480
08/12/2016,08/12/2016,China,CHN,"Near Shihezi district (Xinjiang Uygur Zizhiqu province)",43.823,86.345,5.9,Richter,Earthquake,"Ground movement",--,--,0,9120,135000,0,,2016-0526
18/05/2016,18/05/2016,China,CHN,"Shimen (Yunnan - Dali Bai)",26.077,99.539,4.8,Richter,Earthquake,"Ground movement",--,--,2,5000,60000,0,,2016-0536
26/03/2017,26/03/2017,China,CHN,"Yangbi (Yunnan province)",,,5,Richter,Earthquake,"Ground movement",--,--,0,2106,31000,0,,2017-0113
11/05/2017,11/05/2017,China,CHN,"Xinjiang region",,,5.4,Richter,Earthquake,"Ground movement",--,--,8,4583,2000,0,,2017-0124
08/08/2017,08/08/2017,China,CHN,"Aba prefecture, Jiuzhaigou County (Sichuan province)",33.193,103.855,6.5,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,29,218325,500000,0,,2017-0331
18/11/2017,18/11/2017,China,CHN,"Nyingchi (Tibet)",29.833,94.978,6.4,Richter,Earthquake,"Ground movement",--,--,0,23403,0,0,,2017-0513
28/05/2018,28/05/2018,China,CHN,"Ningjiang (Jilin province)",45.279,124.557,5.1,Richter,Earthquake,"Ground movement",--,--,0,12000,7000,0,,2018-0215
13/08/2018,13/08/2018,China,CHN,"Yuxi (Yunnan province)",24.332,102.941,5,Richter,Earthquake,"Ground movement",--,--,0,18024,0,0,,2018-0323
25/01/1999,25/01/1999,Colombia,COL,"Armenia (Quindio), Risaralda, Valle del Cauca, Tolima Departments",4.461,-75.724,6.2,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,1186,1205933,1857366,100000,,1999-0016
08/11/2000,08/11/2000,Colombia,COL,"Jurado island and Jurado districts (Choco province)",7.042,-77.829,6,Richter,Earthquake,"Ground movement",--,--,2,430,0,0,,2000-0081
18/08/2004,18/08/2004,Colombia,COL,"Sotara district (Cauca province)",,,5.3,Richter,Earthquake,"Ground movement",--,--,1,502,0,0,,2004-0426
15/11/2004,15/11/2004,Colombia,COL,"Litoral de San Juan, Litoral de San Juan (is.), Bajo Baudo (is.), Bajo Baudo (pizzaro) districts (Choco province), Cali, Buenaventua, Buenaventura (is.), El Cerrito, Restrepo, Zarzal, Bugalagrande, Calima (darien), Vijes districts (Valle del Cauca province)",4.695,-77.508,7.2,Richter,Earthquake,"Ground movement",--,--,0,8036,0,0,,2004-0575
10/09/2007,10/09/2007,Colombia,COL,"El Charco, El Charco (is.), Mosquera, La Tola districts (Narino department)",2.966,-77.963,6.8,Richter,Earthquake,"Ground movement",--,--,0,175,0,0,,2007-0433
24/05/2008,24/05/2008,Colombia,COL,"Quetame district (Cundinamarca province), Meta province",4.33,-73.764,5.9,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,11,1754,10000,0,,2008-0649
09/02/2013,09/02/2013,Colombia,COL,"Narino, Cauca, Risaralda, Quindio,Valle Del Cauca provinces",1.135,-77.393,6.9,Richter,Earthquake,"Ground movement",--,--,0,10015,4000,0,,2013-0058
10/03/2015,10/03/2015,Colombia,COL,"Santafe de Bogota D.c. district (Cundinamarca province), Cali district (Valle del Cauca province); Bucaramanga, Betulia districts (Santander Province)",6.776,-72.99,6.6,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,0,41236,0,0,,2015-0086
12/03/2014,12/03/2014,"Comoros (the)",COM,"Anjouan province",,,4.8,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,0,10000,0,0,,2014-0258
05/12/2005,05/12/2005,"Congo (the Democratic Republic of the)",COD,"Kalemie city (Tanganyka district, Katanga province)",-6.224,29.83,6.8,Richter,Earthquake,"Ground movement",--,--,6,1505,0,0,,2005-0671
03/02/2008,03/02/2008,"Congo (the Democratic Republic of the)",COD,"Bukavu district (Sud-Kivu province)",-2.296,28.9,5.9,Richter,Earthquake,"Ground movement",--,--,11,17355,7000,0,,2008-0040
06/08/2015,07/08/2015,"Congo (the Democratic Republic of the)",COD,"Kabare, Bukavu (South Kivu)",,,5.6,Richter,Earthquake,"Ground movement",--,--,3,390,0,0,,2015-0336
25/12/2003,25/12/2003,"Costa Rica",CRI,"Corredores, Golfito districts (Puntarenas province)",8.416,-82.824,6.5,Richter,Earthquake,"Ground movement",--,--,2,135,0,0,,2003-0628
20/11/2004,20/11/2004,"Costa Rica",CRI,"San Jose, Puntarenas provinces",9.602,-84.172,6.4,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,8,280,0,0,,2004-0599
08/01/2009,08/01/2009,"Costa Rica",CRI,"Alajuela, Alfaro Ruiz, Grecia, Poas, Valverde Vega districts (Alajuela province), Barva, Heredia, Santa Barbara, Sarapiqui districts (Heredia province)",10.165,-84.197,6.1,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,31,128618,200000,100000,,2009-0002
05/09/2012,05/09/2012,"Costa Rica",CRI,"Abangares, Carillo, Hojancgan, Liberia, Nicoya, Nandayure, Santacruz districts (Guanacaste province), Alajuela, Alafaro Ruiz, Atenas, Grecia, Naranjo, Poas, San Carlos, San Ramon, Valverde Vega, Upala districts (Alajuela province), Acosta, Puriscal, San Jose districts (San Jose province), Limon districts (Limon province), 
Barva, Sarapiqui districts (Heredia province), Aguirre, Garabito, Puntaneras districts (Puntarenas province)",10.086,85.31,7.6,Richter,Earthquake,"Ground movement",--,--,2,762,45000,32000,,2012-0343
21/11/2004,21/11/2004,Dominica,DMA,"St. Andrew, St. John, St. Joseph, St. Peter provinces",15.679,-61.706,6.3,Richter,Earthquake,"Ground movement",--,--,0,100,0,0,,2004-0582
22/09/2003,22/09/2003,"Dominican Republic (the)",DOM,"Puerto Plata district (Puerto Plata province), San Francisco de Macoris district (Duarte province), Santiago district (Santiago province), Nagua district (Maria Trinidad Sanches province)",19.777,-70.673,6.4,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,3,2015,0,0,,2003-0477
13/08/2014,13/08/2014,Ecuador,ECU,"Quito district (Pichincha province)",,,5.1,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,3,18,0,0,,2014-0288
16/04/2016,16/04/2016,Ecuador,ECU,"Guayaquil district (Guayas province), Muisne district (Esmeraldas province), Portoviejo district (Manabi province), Santo Domingo de los Tsachilas, Los Ríos, Santa Elena provinces",0.382,-79.92,7.8,Richter,Earthquake,"Ground movement","Tsunami/Tidal wave","Slide (land, mud, snow, rock)",672,389364,2000000,560000,,2016-0117
18/05/2016,18/05/2016,Ecuador,ECU,"Esmeraldas district (Esmeraldas province), Portoviejo district (Manabi province)",0.495,-79.62,6.8,Richter,Earthquake,"Ground movement",--,--,1,147,0,0,,2016-0151
24/08/2002,24/08/2002,Egypt,EGY,"Cairo province",,,4.7,Richter,Earthquake,"Ground movement",--,--,0,250,0,0,,2002-0545
13/01/2001,13/01/2001,"El Salvador",SLV,"Berlin, Alegria, Tecapan, Santiago de Maria districts (Usulutan province), Santa Tecla, Comasagua districts (La Libertad province) ; San Miguel, Santa Ana, Sonsonate, Cuscatlan, San Vicente, La Union, Ahuachapan, Cabanas, Morazan, Chalatenango, La Paz, La Libertad, San Salvador, Usulutan provinces",13.049,-88.66,7.7,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,844,1334529,1500000,290000,,2001-0013
13/02/2001,13/02/2001,"El Salvador",SLV,"La Paz, Cuscatlan, San Vicente, San Salvador, Morazan, La Libertad provinces ; San Juan Tepezontes district (La Paz province), Cojutepeque district (Cuscatlan province)",13.671,-88.938,6.6,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,315,256021,348500,0,,2001-0042
05/05/2005,05/05/2005,"El Salvador",SLV,"Apaneca district (Ahuachapan province), Juayua district (Sonsonate province)",,,4.9,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,1,751,0,0,,2005-0240
17/12/2006,17/12/2006,"El Salvador",SLV,"San Lorenzo, Atiquizaya, Ahuachapan, Turin, El Refugio districts (Ahuachapan province)",,,,Richter,Earthquake,"Ground movement",--,--,0,16470,0,0,,2006-0699
25/04/2002,25/04/2002,Georgia,GEO,"Tbilissi district (Tbilisi province)",41.765,44.96,4.8,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,6,19156,350000,0,,2002-0247
07/09/2009,07/09/2009,Georgia,GEO,"Nigavzebi, Utsera , Gari, Nakieti villages (Oni district, Racha-Lechkhumi and Kvemo (lower) Svaneti province), Satchekhere district (Imereti province)",42.66,43.443,6,Richter,Earthquake,"Ground movement",--,--,0,7306,0,0,,2009-0388
05/12/2004,05/12/2004,Germany,DEU,"Waldkirch, Emmendingen towns (Freiburg district, Baden-Wuerttemberg Province)",48.115,8.077,4.8,Richter,Earthquake,"Ground movement",--,--,0,150,12000,8000,,2004-0669
07/09/1999,07/09/1999,Greece,GRC,"Athens Suburbs: Menidi, Ano Liosia, Thracomacedones, Philadelfia, Zefiri, Metamorphosi, Petroupoli, N. Ionia, Moschato, Fili, Kamatero, Ilion, Elefsina, N. Halkidona, Peristeri, Ag Anargiri, Haidari and Galatsi",38.119,23.605,5.8,Richter,Earthquake,"Ground movement",--,--,143,115139,4200000,0,,1999-0302
26/05/2000,26/05/2000,Greece,GRC,"Michalitsi, Mitikas (Artis District, Ipeiros province), Flampoura, Kanali, Pantokratos villages (Prevezis district, Ipeiros province)",,,5.3,Richter,Earthquake,"Ground movement",--,--,0,600,0,0,,2000-0303
26/07/2001,26/07/2001,Greece,GRC,"Skyros Island (Evvoias district, Sterea Ellada province)",39.059,24.244,6.5,Richter,Earthquake,"Ground movement",--,--,0,300,0,0,,2001-0749
02/12/2002,02/12/2002,Greece,GRC,"Vartholomio city (Ileias district, Dytiki Ellada province)",37.747,21.087,5.7,Richter,Earthquake,"Ground movement",--,--,0,167,0,0,,2002-0757
14/08/2003,14/08/2003,Greece,GRC,"Lefkados district, Ionioi Nisoi province",39.16,20.605,6.3,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,0,50,0,0,,2003-0400
08/06/2008,08/06/2008,Greece,GRC,"Achaïe (Achaias district, Dytiki Ellada province), Elide (Ileias district, Dytiki Ellada province), Leucade Isl. (Lefkados district, Ionioi Nisoi province)",37.963,21.525,6.4,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,2,3708,0,0,,2008-0226
26/01/2014,03/02/2014,Greece,GRC,"Lixouri, Kounopetra, Fiskardo villages (Kefalonia Isl., Kefallinias district, Ionioi Nisoi province)",38.208,20.45,6.1,Richter,Earthquake,"Ground movement",--,--,0,2023,178000,8000,,2014-0049
24/05/2014,24/05/2014,Greece,GRC,"Limnos Island (Lesvou district, Voreio Aigaio province), Samothrace Island (Evrou district, Anatoliki Makedonnia Kai Thraki province)",40.289,25.39,6.9,Richter,Earthquake,"Ground movement",--,--,3,75002,450000,0,,2014-0174
12/06/2017,12/06/2017,Greece,GRC,"Vrisa, Plomarion,Plagias, Chios, Kampas, Skala, Polichnitos, Mytilene (Lesbos)",38.915,26.371,6.3,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,1,731,0,0,,2017-0182
21/07/2017,21/07/2017,Greece,GRC,"Kos Island",36.925,27.414,6.7,Richter,Earthquake,"Ground movement","Tsunami/Tidal wave",--,2,120,0,0,,2017-0280
21/11/2004,21/11/2004,Guadeloupe,GLP,"Basse-Terre, Terre-de-Bas, Saintes Isl.",15.679,-61.706,6.3,Richter,Earthquake,"Ground movement",--,--,1,153,0,0,,2004-0582
11/07/1999,11/07/1999,Guatemala,GTM,"San Pedro Sula",15.782,88.33,6.7,Richter,Earthquake,"Ground movement",--,--,2,280,0,0,,1999-0639
13/01/2001,13/01/2001,Guatemala,GTM,"Jutapia province",13.049,-88.66,7.7,Richter,Earthquake,"Ground movement",--,--,6,152,50,0,,2001-0023
19/09/2011,19/09/2011,Guatemala,GTM,"Cuilapa district (Santa Rosa province) ; Guatemala city (Guatemala district, Guatemala province)",14.186,-90.238,5.6,Richter,Earthquake,"Ground movement",--,--,3,400,0,0,,2011-0373
07/11/2012,07/11/2012,Guatemala,GTM,"San Marcos, Quetzaltenango, Solola, Retalhuleu, Quiché, Totonicapan, Huehuetenango, Suchitepequez, Chimaltenango, Sacatepequez, Guatemala provinces",13.988,-91.895,7.4,Richter,Earthquake,"Ground movement",--,--,44,1321742,210000,0,,2012-0407
07/09/2013,07/09/2013,Guatemala,GTM,"Ciudad Tecun Uman city (Ayutla district, San Marcos province)",14.606,-92.121,6.6,Richter,Earthquake,"Ground movement",--,--,1,572,2000,0,,2013-0405
07/07/2014,07/07/2014,Guatemala,GTM,"Huehuetenango, Quetzaltenango, Retalhuleu, San Marcos, Solola, Suchitepequez, Totonicapan provinces ",14.724,-92.46,6.4,Richter,Earthquake,"Ground movement",--,--,1,94783,0,0,,2014-0234
08/09/2017,08/09/2017,Guatemala,GTM,"Huehuetenango, Quetzaltenango, Quiché, San Marcos, Suchitepéquez,
Totonicapan",,,7.7,Richter,Earthquake,"Ground movement",--,--,0,3601,0,0,,2017-0382
12/01/2010,12/01/2010,Haiti,HTI,"Port-au-prince, Kenscoff municipalities (Port-au-Prince district), Croix-des-Bouquets municipality (Croix-des-Bouquets district), Leogane, Petit-Goave, Grand-Goave municipalities (Leogane) (Ouest province), Jacmel municipality (Jacmel district, Sud Est province), Les Cayes municipality (Cayes district, Sud province), Jeremie municipality (Jeremie district, Grande Anse province), Gonaives municipality (Gonaives district, Artibonite province)",18.443,-72.571,7,Richter,Earthquake,"Ground movement",--,--,222570,3700000,8000000,200000,,2010-0017
06/10/2018,06/10/2018,Haiti,HTI,"Port-de-Paix, Gros-Morne, Saint-Louis-du-Nor",20.041,-72.975,5.9,Richter,Earthquake,"Ground movement",--,--,15,350333,0,0,,2018-0360
15/09/2007,15/09/2007,Honduras,HND,"El Progreso district (Yoro province), Santa Barbara, Las Vegas districts (Santa Barbara province)",14.85,88.06,5.5,Richter,Earthquake,"Ground movement",--,--,0,1883,0,0,,2007-0461
28/05/2009,28/05/2009,Honduras,HND,"La Ceiba, Tela districts (Atlantida province), La Lima, Omoa, Puerto Cortes, San Pedro Sula districts (Cortes province), Jesus De Otoro, Guanaja, Roatan, Jose Santos Guardiola districts (Islas De Bahia province), Ceguaca, Chinda, Gualala, Ilama, Las Vegas, Petoa, San Jose De Colimas, Santa Barbara, Trinidad districts (Santa Barbara province), El Progreso, Olanchito districts (Yoro province)",16.731,86.22,7.1,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,7,50136,100000,0,,2009-0205
14/04/2013,23/04/2013,Hungary,HUN,"Heves province",,,4.5,Richter,Earthquake,"Ground movement",--,--,0,1800,0,0,,2013-0121
21/06/2000,21/06/2000,Iceland,ISL,"Grimsnes, Selfoss, Eyrarbakki, Stokkseyri city (Arnes provinces)",63.98,-20.758,6.5,Richter,Earthquake,"Ground movement",--,--,0,108,12000,0,,2000-0076
17/06/2000,17/06/2000,Iceland,ISL,"Hella city (Rangarvalla province)",62.966,-20.487,6.5,Richter,Earthquake,"Ground movement",--,--,0,91,12000,0,,2000-0335
28/03/1999,28/03/1999,India,IND,"Chamoli, Rudraprayag, Bageshwar (new district), Tehri Garhwal, Pauri Garhwal district",30.512,79.403,6.6,Richter,Earthquake,"Ground movement",--,--,100,477894,2000,0,,1999-0099
26/01/2001,26/01/2001,India,IND,"Ahmadabad, Amreli, Anand, Banas Kantha, Bharuch, Bhavnagar, Dahdod, Gandhinagar, Jamnagar, Junagadh, Kachchh, Kheda, Mahesana, Navsari, Patan, Porbandar, Rajkot, Sabar Kantha, Surat, Surendranagar, Vadodara districts (Gurajat province)",23.419,70.232,7.7,Richter,Earthquake,"Ground movement",--,--,20005,6321812,2623000,100000,,2001-0033
13/09/2002,13/09/2002,India,IND,"Andaman Islands district (Andaman and Nicobar province)",13.036,93.068,6.5,Richter,Earthquake,"Ground movement","Tsunami/Tidal wave",--,2,200,0,0,,2002-0584
26/12/2004,26/12/2004,India,IND,"Kancheepuram, Villupuram, Nagapattinam, Thoothukudi, Tirunelveli Kattabo, Kanniyakumari, Chennai, Thiruvallur, Cuddalore, Pudukkottai, Ramanathapuram, Sivaganga, Thanjavur districts (Tamil Nadu province), Vishakhapatnam, East Godavari, West Godavari, Krishna, Guntur, Prakasam, Nellore districts (Andhra Pradesh province), Kollam, Alappuzha, Ernakulam districts (Kerala province), Puducherry, Karaikal district (Puducherry province), Andaman and Nicobar province",3.295,95.982,9.1,Richter,Earthquake,Tsunami,--,--,16389,654512,1022800,5000,,2004-0659
08/10/2005,08/10/2005,India,IND,"Administrative unit not available districts (Jammu and Kashmir province)",34.539,73.588,7.6,Richter,Earthquake,"Ground movement",Fire,--,1309,156622,1000000,0,,2005-0575
18/09/2011,18/09/2011,India,IND,"Sikkim, West Bengal, Bihar, Assam, Meghalaya provinces",27.73,88.155,6.9,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,112,575200,0,0,,2011-0351
01/05/2013,01/05/2013,India,IND,"Administrive unit not available district (Jammu and Kashmir province)",33.061,75.863,5.8,Richter,Earthquake,"Ground movement",--,--,3,59350,120000,0,,2013-0140
25/04/2015,25/04/2015,India,IND,"Bihar, Uttar Pradesh, West Bengal, Sikkim provinces",28.231,84.73,7.8,Richter,Earthquake,"Ground movement",--,--,78,560,0,0,,2015-0144
12/05/2015,12/05/2015,India,IND,"Bihar province",27.809,86.07,7.3,Richter,Earthquake,"Ground movement",--,--,20,0,0,0,,2015-0175
26/10/2015,26/10/2015,India,IND,"Administrative unit not available districts (Jammu and Kashmir province), Delhi, Punjab provinces",36.524,70.37,7.5,Richter,Earthquake,"Ground movement",--,--,0,10,0,0,,2015-0476
03/01/2016,03/01/2016,India,IND,"Guwahati city (Kamrup district, Assam province), East Imphal, West Imphal, Senapati, Thoubal, Bishnupur, Tamenglong districts (Manipur province)",24.804,93.65,6.7,Richter,Earthquake,"Ground movement",--,--,8,10808,75000,0,,2016-0002
21/12/1999,21/12/1999,Indonesia,IDN,"Karyasari, Pandelang District (Southwest Jakarta, Java Island)",-6.845,105.555,6.5,Richter,Earthquake,"Ground movement",--,--,5,16920,3900,0,,1999-0568
04/05/2000,04/05/2000,Indonesia,IDN,"Totikum, Tinangkung, Liang villages (Banggai Kepulauan district, Sulawesi Tengah province), Banggai district (Sulawesi Tengah province)",-1.105,123.573,7.3,Richter,Earthquake,"Ground movement","Tsunami/Tidal wave",--,45,52770,30000,0,,2000-0230
04/06/2000,04/06/2000,Indonesia,IDN,"Enggano island (Bengkulu Utara district, Bengkulu province)",-4.646,102.102,6.7,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,103,204714,41000,0,,2000-0293
12/07/2000,12/07/2000,Indonesia,IDN,"Ciranggon village (Karawang district, Jawa Barat province)",-6.675,106.845,5.1,Richter,Earthquake,"Ground movement",--,--,0,4124,2000,0,,2000-0449
25/10/2000,25/10/2000,Indonesia,IDN,"Pandeglang, Lebak, Serang districts (Banten province)",-6.549,105.63,6.8,Richter,Earthquake,"Ground movement",--,--,0,5500,0,0,,2000-0761
07/06/2000,07/06/2000,Indonesia,IDN,"Lahat district (Sumatera Selatan province)",-4.612,101.905,6.7,Richter,Earthquake,"Ground movement",--,--,1,3000,0,0,,2000-0762
28/06/2001,28/06/2001,Indonesia,IDN,"Jawa Barat province",-6.99,108.275,5,Richter,Earthquake,"Ground movement",--,--,0,12512,0,0,,2001-0546
13/02/2001,13/02/2001,Indonesia,IDN,"Bengkulu province",-4.68,102.562,7.4,Richter,Earthquake,"Ground movement",--,--,0,0,0,0,,2001-0669
15/08/2002,15/08/2002,Indonesia,IDN,"Poso district (Sulawesi Tengah province)",-1.196,121.333,6.2,Richter,Earthquake,"Ground movement",--,--,0,2548,0,0,,2002-0512
10/10/2002,10/10/2002,Indonesia,IDN,"Manokwari, Ransiki, Oransbari, Prafi, Anggi, Warmare villages (Manokwari district, Papua Barat province), Bintuni village (Telukbintuni district, Papua Barat province), Windesi, Wasior villages (Telukwondama district, Papua Barat province)",-1.757,134.297,7.6,Richter,Earthquake,Tsunami,"Slide (land, mud, snow, rock)","Tsunami/Tidal wave",8,9082,0,0,,2002-0643
20/09/2002,20/09/2002,Indonesia,IDN,"Ransiki village (Manokwari district, Papua Barat province)",-1.68,134.234,6.4,Richter,Earthquake,"Ground movement",--,--,0,155,0,0,,2002-0820
02/11/2002,02/11/2002,Indonesia,IDN,"Simeulue district (Nangroe Aceh Darussalam province)",2.824,96.085,7.4,Richter,Earthquake,"Ground movement",--,--,3,60,0,0,,2002-0822
23/01/2003,23/01/2003,Indonesia,IDN,"Dompu district (Nusatenggara Barat province)",-8.807,118.524,5.5,Richter,Earthquake,"Ground movement",--,--,0,2502,0,0,,2003-0069
27/05/2003,27/05/2003,Indonesia,IDN,"Morotai island (Halmahera Utara district, Malaku Utara province)",2.354,128.855,7,Richter,Earthquake,"Ground movement",--,--,1,247,0,0,,2003-0254
11/08/2003,11/08/2003,Indonesia,IDN,"Wasile area (Halmahera Tengah district, Maluku Utara province)",,,5.7,Richter,Earthquake,"Ground movement",--,--,0,500,0,0,,2003-0414
01/01/2004,01/01/2004,Indonesia,IDN,"Kota Mataram, Lombok Barat districts (Nusatenggara Barat), Klungkung, Karangasem districts (Bali province)",-8.31,115.788,5.8,Richter,Earthquake,"Ground movement",--,--,1,30040,12000,0,,2004-0001
05/02/2004,05/02/2004,Indonesia,IDN,"Nabire district (Papua province)",-3.615,135.538,7,Richter,Earthquake,"Ground movement",Fire,--,37,14072,1000,41,,2004-0040
16/02/2004,16/02/2004,Indonesia,IDN,"Kota Padangpanjang district (Sumatera Barat province)",-0.466,100.655,5.1,Richter,Earthquake,"Ground movement",--,--,5,507,0,0,,2004-0088
11/11/2004,11/11/2004,Indonesia,IDN,"Alor district (Nusatenggara Timur province)",-8.152,124.868,7.5,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,33,83381,0,0,,2004-0562
26/11/2004,26/11/2004,Indonesia,IDN,"Nabire district (Papua province)",-3.609,135.404,7.1,Richter,Earthquake,"Ground movement",Fire,--,32,12833,55000,0,,2004-0607
26/12/2004,26/12/2004,Indonesia,IDN,"Nangroe Aceh Darussalam, Sumatera Utara provinces",3.295,95.982,9.1,Richter,Earthquake,Tsunami,"Tsunami/Tidal wave",--,165708,532898,4451600,225000,,2004-0659
23/01/2005,23/01/2005,Indonesia,IDN,"Kota Palu district (Sulawesi Tengah province)",-1.198,119.933,6.3,Richter,Earthquake,"Ground movement",--,--,1,684,0,0,,2005-0031
