sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Associated disaster2","Total deaths","Total affected","Total damage ('000 US$)","Insured losses ('000 US$)","Disaster name","Disaster No."
28/03/2005,28/03/2005,Indonesia,IDN,"Simeulue, Aceh Singkil districts (Nangroe Aceh Darussalam province) Nias, Nias Selatan districts (Sumatera Utara province)",2.085,97.108,8.6,Richter,Earthquake,"Ground movement","Tsunami/Tidal wave",--,915,105313,0,0,,2005-0160
14/03/2006,14/03/2006,Indonesia,IDN,"Pela, Batu Junku, Waimarot, Wailawa, Waimoly villages (Bata Bual sub-district,Buru district, Maluku Utara province)",-3.595,127.214,6.7,Richter,Earthquake,Tsunami,"Tsunami/Tidal wave",--,3,1202,0,0,,2006-0231
26/05/2006,26/05/2006,Indonesia,IDN,"Kulonprogo, Sleman, Kota Yogyakarta, Gunungkidul, Bantul districts (Daerah Istimewa Yogyakarta province), Purworejo, Kota Klaten, Magelang, Klaten, Boyolali districts (Jawa Tengah province)",-7.961,110.446,6.3,Richter,Earthquake,"Ground movement",--,--,5778,3177923,3100000,40000,,2006-0279
17/07/2006,17/07/2006,Indonesia,IDN,"Tasikmalaya, Kota Tasikmalaya, Ciamis, Sukabumi, kota Sukabumi, Garut districts (Jawa Barat province), Cilacap, Kebumen, Banyumas districts (Jawa Tengah province), Gunungkidul, Bantul district (Daerah Istimewa Yogyakarta province)",-9.284,107.419,7.7,Richter,Earthquake,Tsunami,--,--,802,35543,55000,1000,,2006-0372
17/12/2006,17/12/2006,Indonesia,IDN,"Muara Sipongi area (Mandailingnatal district, Sumatera Utara province)",0.626,99.859,5.8,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,8,1200,0,0,,2006-0678
01/12/2006,01/12/2006,Indonesia,IDN,"Bima district (Nusatenggara Barat province)",-8.261,118.753,6.3,Richter,Earthquake,"Ground movement",--,--,1,114,0,0,,2006-0705
06/03/2007,06/03/2007,Indonesia,IDN,"Tanahdatar, Solok, Kota Solok, Padangpariaman, Kota Padangpanjang, Kota Payakumbuh, Kota Bukitinggi, Agam, Limapuluhkoto, Kota Pariaman districts (Sumatera Barat province)",-0.488,100.53,6.3,Richter,Earthquake,"Ground movement",--,--,67,137660,200000,5000,,2007-0087
12/09/2007,12/09/2007,Indonesia,IDN,"Bengkulu, Jambi, Riau, Sumatera Barat provinces",-4.438,101.367,8.5,Richter,Earthquake,"Ground movement","Tsunami/Tidal wave",--,25,459567,500000,0,,2007-0440
09/09/2007,09/09/2007,Indonesia,IDN,"Situbondo district (Java Timur province)",-7.783,114.338,4.9,Richter,Earthquake,"Ground movement",--,--,0,469,0,0,,2007-0485
25/11/2007,25/11/2007,Indonesia,IDN,"Sumbawa district (Nusatengarra Barat province)",-8.292,118.37,6.5,Richter,Earthquake,"Ground movement",--,--,3,21800,0,0,,2007-0565
20/02/2008,20/02/2008,Indonesia,IDN,"Simeulue district (Nangroe Aceh Darussalam province)  ",2.768,95.964,7.4,Richter,Earthquake,"Ground movement",--,--,3,25,0,0,,2008-0071
09/09/2008,09/09/2008,Indonesia,IDN,"Jarai village (Lahat district, Sumatra Selatan province)",-3.935,103.058,5.2,Richter,Earthquake,"Ground movement",--,--,2,625,0,0,,2008-0403
16/11/2008,16/11/2008,Indonesia,IDN,"Buol district (Sulawesi Tengah province) Gorontalo province",1.271,122.091,7.4,Richter,Earthquake,"Ground movement",--,--,6,10077,0,0,,2008-0536
03/01/2009,03/01/2009,Indonesia,IDN,"Manokwari , Sorong districts (Papua Barat province)",-0.414,132.885,7.7,Richter,Earthquake,"Ground movement",--,--,5,4250,10000,0,,2009-0001
11/02/2009,11/02/2009,Indonesia,IDN,"Kepulauan-talaud district (Sulawesi Utara province)",3.886,126.387,7.2,Richter,Earthquake,"Ground movement",--,--,0,3049,9000,0,,2009-0112
02/09/2009,02/09/2009,Indonesia,IDN,"Cianjur, Bandung, Kota Bandung, Garut, Tasikmalaya, Kota Tasilmalaya, Sukabumi, Kota Bogor, Bogor, Ciamis, Sumedang, Kuningan, Kota Banjar, Purwakarta, Kota Cimahi, Kota Sukabumi districts (Jawa Barat province), Cilacap district (Jawa Tengah province), Dki Jakarta province",-7.782,107.297,7,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,128,339792,160000,0,,2009-0354
30/09/2009,30/09/2009,Indonesia,IDN,"Agam, Kepulauan Mentawai, Kota Bukitinggi, Kota Padang, Kota Padangpanjang, Kota Pariaman, Kota Pasaman, Kota Pasaman Barat, Kota Payakumbuh, Kota Sawahlunto, Kota Solok, Limapuluhkoto, Padangpariaman, Solok, Solok Selatan, Pesisir Selatan, Sawahlunto/sijunjung, Tanahdatar districts (Sumatera Barat province), Keranci, Merangin districts (Jambi province)",-0.72,99.867,7.6,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)","Tsunami/Tidal wave",1195,2501798,2200000,100000,,2009-0421
08/11/2009,08/11/2009,Indonesia,IDN,"Raba village (Kota Bima district, Nusatenggara Barat province)",-8.207,118.631,6.6,Richter,Earthquake,"Ground movement",--,--,2,1510,2430,0,,2009-0479
16/06/2010,16/06/2010,Indonesia,IDN,"Yapen district (Papua province)",-2.174,136.543,7,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,17,4600,0,0,,2010-0238
25/10/2010,25/10/2010,Indonesia,IDN,"Kepulauan Mentawai district (Sumatera Barat province)",-3.487,100.082,7.8,Richter,Earthquake,Tsunami,"Tsunami/Tidal wave",--,530,11864,0,0,,2010-0563
11/03/2011,11/03/2011,Indonesia,IDN,"Holtekamp beach (Muara Tami area, Kota Jayapura district, Papua province)",38.297,142.373,9,Richter,Earthquake,Tsunami,"Tsunami/Tidal wave",--,1,95,0,0,,2011-0082
05/09/2011,05/09/2011,Indonesia,IDN,"Subulussalam city (Aceh Singkil district, Nangroe Aceh Darussalam province)",2.965,97.893,6.7,Richter,Earthquake,"Ground movement",--,--,10,0,5850,0,,2011-0389
11/04/2012,11/04/2012,Indonesia,IDN,"Simeulue district (Nangroe Aceh Darussalam province)",2.327,93.063,8.2,Richter,Earthquake,"Ground movement",--,--,7,107,0,0,,2012-0097
18/08/2012,18/08/2012,Indonesia,IDN,"Lindu village (Sigi area, Donggala district, Sulawesi Tengah province) ",-1.315,120.096,6.3,Richter,Earthquake,"Ground movement",--,--,6,7883,0,0,,2012-0398
22/01/2013,22/01/2013,Indonesia,IDN,"Nangroe Aceh Darussalam province",,,5.9,Richter,Earthquake,"Ground movement",--,--,1,515,0,0,,2013-0020
02/07/2013,02/07/2013,Indonesia,IDN,"Aceh Tengah, Bener Meriah districts (Nangroe Aceh Darussalam province)",4.645,96.665,6.2,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,48,55935,130000,0,,2013-0235
22/10/2013,22/10/2013,Indonesia,IDN,"Nangroe Aceh Darussalam province",,,5.3,Richter,Earthquake,"Ground movement",--,--,1,2738,0,0,,2013-0436
24/09/2015,24/09/2015,Indonesia,IDN,"Sorong district (Papua Barat province)",-0.621,131.26,6.6,Richter,Earthquake,"Ground movement",--,--,0,12247,0,0,,2015-0415
16/01/2016,16/01/2016,Indonesia,IDN,"Maluku, Maluku Utara provinces",-3.863,127.229,5.5,Richter,Earthquake,"Ground movement",--,--,0,368,0,0,,2016-0019
01/08/2016,01/08/2016,Indonesia,IDN,"Dompu district (Nusatenggara Barat Province)",-8.218,117.816,5.9,Richter,Earthquake,"Ground movement",--,--,0,3410,0,0,,2016-0458
07/12/2016,07/12/2016,Indonesia,IDN,"Pidie Jaya district (Nangroe Aceh Darussalam province, Sumatra Isl.)",5.281,96.108,6.5,Richter,Earthquake,"Ground movement",--,--,104,86018,100000,0,,2016-0475
15/12/2017,15/12/2017,Indonesia,IDN,"Jakarta,West Java (Ciamis regency), Central Java (Pekalongan) and Yogyakarta, ",-7.492,,6.5,Richter,Earthquake,"Ground movement",--,--,4,8895,0,0,,2017-0530
23/01/2018,23/01/2018,Indonesia,IDN,"Jakarta, Sukabumi, Bogor , Bogor city (Java), Cianjur, Lebak, Pandeglang, Serang (Banten)",-7.196,105.918,6,Richter,Earthquake,"Ground movement",--,--,1,13811,0,0,,2018-0031
29/07/2018,29/07/2018,Indonesia,IDN,"North Lombok, East Lombok, West Lombok, Central Lombok, Mataram districts (West Nusa Tenggara province)",-8.274,116.491,6.4,Richter,Earthquake,"Ground movement",--,--,14,102852,23000,0,,2018-0254
05/08/2018,05/08/2018,Indonesia,IDN,Lombok,-8.287,116.452,6.9,Richter,Earthquake,"Ground movement","Tsunami/Tidal wave",--,468,430509,509000,0,,2018-0257
19/08/2018,19/08/2018,Indonesia,IDN,"Lombok Isl.",-8.325,116.577,6.9,Richter,Earthquake,"Ground movement",--,--,10,779,0,0,,2018-0302
28/09/2018,28/09/2018,Indonesia,IDN,"Dongalla, Sigi, Parigi Moutong, Palu, Poso, Mamuju Utara (Celebas Isl.)",-178,119.84,7.5,Richter,Earthquake,Tsunami,"Tsunami/Tidal wave",Liquefaction,2783,85123,1000000,0,,2018-0352
04/03/1999,04/03/1999,"Iran (Islamic Republic of)",IRN,"Bandar-E-Abbas, Level 1 = Hormozgan",28.343,57.193,6.6,Richter,Earthquake,"Ground movement",--,--,1,2690,0,0,,1999-0065
06/05/1999,06/05/1999,"Iran (Islamic Republic of)",IRN,"Chiraz Town, Fars Province",29.501,51.88,7,Richter,Earthquake,"Ground movement",--,--,20,4100,0,0,,1999-0150
26/11/1999,26/11/1999,"Iran (Islamic Republic of)",IRN,"Ali-Abad, Level 1 = Mazandaran; Gorgan",36.92,54.9,5.3,Richter,Earthquake,"Ground movement",--,--,0,250,0,0,,1999-0587
02/02/2000,02/02/2000,"Iran (Islamic Republic of)",IRN,"Kashmar, Bardeskan districts (Khorasan)",35.288,58.218,5.4,Richter,Earthquake,"Ground movement",--,--,1,2015,0,0,,2000-0051
14/02/2000,14/02/2000,"Iran (Islamic Republic of)",IRN,"Mohammadieh, Sarhozak, Hajiabad areas (Kashmar district, Khorasan province)",,,4.7,Richter,Earthquake,"Ground movement",--,--,0,1000,0,0,,2000-0065
08/10/2001,08/10/2001,"Iran (Islamic Republic of)",IRN,"Birjand district (Khorasan province)",33.007,60.276,4.9,Richter,Earthquake,"Ground movement",--,--,0,1000,0,0,,2001-0750
17/02/2002,17/02/2002,"Iran (Islamic Republic of)",IRN,"Dashty district (Bushehr province)",28.093,51.76,5.4,Richter,Earthquake,"Ground movement",--,--,1,780,0,0,,2002-0107
24/04/2002,24/04/2002,"Iran (Islamic Republic of)",IRN,"Behabad village (Sonqor district, Kermanshah province)
Dinvar village (Sahneh district, Kermanshah province)",34.642,47.4,5.4,Richter,Earthquake,"Ground movement",--,--,2,20056,0,0,,2002-0246
22/06/2002,22/06/2002,"Iran (Islamic Republic of)",IRN,"Ab Garm, Buin Zahra, Avaj villages (Bueinzahra district, Ghazvin province), Shirin Su area (Kabudarahang district, Hamedan province), Razan district (Hamedan province), Abhar, Khodabandeh districts (Zanjan province)",35.626,49.047,6.5,Richter,Earthquake,"Ground movement",--,--,227,111300,300000,0,,2002-0378
24/12/2002,24/12/2002,"Iran (Islamic Republic of)",IRN,"Kermanshah province",34.594,47.454,5.2,Richter,Earthquake,"Ground movement",--,--,0,15015,0,0,,2002-0804
25/09/2002,25/09/2002,"Iran (Islamic Republic of)",IRN,"Masjed-e soleiman district (Khuzestan province)",31.995,49.329,5.6,Richter,Earthquake,"Ground movement",--,--,0,5,0,0,,2002-0821
11/01/2003,11/01/2003,"Iran (Islamic Republic of)",IRN,"Nourabad area (Shiraz district, Fars province), Kazerun district (Fars province)",29.59,51.474,5.2,Richter,Earthquake,"Ground movement",--,--,0,10080,0,0,,2003-0068
03/07/2003,03/07/2003,"Iran (Islamic Republic of)",IRN,"Torbat-e jam district (Khorasan province)",,,5.2,Richter,Earthquake,"Ground movement",--,--,0,1091,0,0,,2003-0322
10/07/2003,10/07/2003,"Iran (Islamic Republic of)",IRN,"Shahr e Pir, Deberan, Deh No, Darreh Shur, Darya, Zarrin-Dasht,  Hajjiabad villages (Darab district, Fars province), Jahrom district (Fars province)",28.355,54.169,5.8,Richter,Earthquake,"Ground movement",--,--,1,17525,21666,0,,2003-0438
26/12/2003,26/12/2003,"Iran (Islamic Republic of)",IRN,"Bam district (Kerman province)",28.995,58.311,6.6,Richter,Earthquake,"Ground movement",--,--,26796,267628,500000,0,,2003-0630
11/12/2003,11/12/2003,"Iran (Islamic Republic of)",IRN,"Masjed-e soleiman district (Khuzestan province)",31.953,49.209,5,Richter,Earthquake,"Ground movement",--,--,0,725,0,0,,2003-0649
28/05/2004,28/05/2004,"Iran (Islamic Republic of)",IRN,"Nour, Baladeh cities (Nur district, Mazandaran province), Alamout area (Qasr-e shirin district, Ghazvin province), Taleghan area (Savojbolagh district, Tehran province), Chalus, Noshahr districts (Mazandaran province)",36.29,51.61,6.3,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,35,498,165000,59000,,2004-0234
10/01/2005,10/01/2005,"Iran (Islamic Republic of)",IRN,"Agh Ghala area (Gorgan district, Golestan province)",37.103,54.574,5.4,Richter,Earthquake,"Ground movement",--,--,0,110,0,0,,2005-0016
22/02/2005,22/02/2005,"Iran (Islamic Republic of)",IRN,"Rooein Abad, Akbar, Asghar, Dehaafkan, Behabad, Sardkooyeh, Fathabad, Motaharabad, Eslam Abad, Arjomandieh, Baharestan villages (Zarand district, Kerman province)",30.754,56.816,6.4,Richter,Earthquake,"Ground movement",--,--,612,94766,80000,0,,2005-0092
27/11/2005,27/11/2005,"Iran (Islamic Republic of)",IRN,"Ghurzin, Kosheh, Viranagh, Tourian, Tonban, Ramkan, Gharbdan, Karavan, Khaledin, Giahdan villages (Geshm district, Hormozgan province)",26.774,55.858,5.9,Richter,Earthquake,"Ground movement",--,--,13,100,0,0,,2005-0654
13/03/2005,13/03/2005,"Iran (Islamic Republic of)",IRN,"Saravan district (Sistan-o baluchestan province)",,,5.9,Richter,Earthquake,"Ground movement",--,--,0,21912,0,0,,2005-0738
28/02/2006,28/02/2006,"Iran (Islamic Republic of)",IRN,"Faryab village (Kahnug district, Kerman province), Baft, Jiroft districts (Kerman province)",28.12,56.865,6,Richter,Earthquake,"Ground movement",--,--,0,7006,0,0,,2006-0123
31/03/2006,31/03/2006,"Iran (Islamic Republic of)",IRN,"Aleshtar village (Selseleh district, Lorestan province), Silakhor village (Dorud district, Lorestan province), Borugerd, Khorramabad districts (Lorestan province)",33.5,48.78,6.1,Richter,Earthquake,"Ground movement",--,--,63,161418,42262,0,,2006-0153
07/05/2006,07/05/2006,"Iran (Islamic Republic of)",IRN,"Zarand district (Kerman province)",30.79,56.7,5,Richter,Earthquake,"Ground movement",--,--,0,70,0,0,,2006-0239
01/05/2008,01/05/2008,"Iran (Islamic Republic of)",IRN,"Borugerd district  (Lorestan province)",33.86,48.59,4.5,Richter,Earthquake,"Ground movement",--,--,0,170,0,0,,2008-0178
10/09/2008,10/09/2008,"Iran (Islamic Republic of)",IRN,"Tonban village (Geshm district, Hormozgan province), Roudan village (Rudan district, Hormozgan province)",26.743,55.828,6.1,Richter,Earthquake,"Ground movement",--,--,6,20545,0,0,,2008-0401
03/11/2009,03/11/2009,"Iran (Islamic Republic of)",IRN,"Bandar-e abbas district (Hormozgan province)",27.334,56.2,5,Richter,Earthquake,"Ground movement",--,--,0,269,0,0,,2009-0493
16/01/2010,17/01/2010,"Iran (Islamic Republic of)",IRN,"Andimeshk district (Khuzestan province)",,,4.9,Richter,Earthquake,"Ground movement",--,--,0,750,0,0,,2010-0018
30/07/2010,30/07/2010,"Iran (Islamic Republic of)",IRN,"Torbat-e heydarieh district (Khorasan province)",35.221,59.317,5.5,Richter,Earthquake,"Ground movement",--,--,0,274,0,0,,2010-0361
20/07/2010,20/07/2010,"Iran (Islamic Republic of)",IRN,"Lamerd district (Fars province)",27.022,53.861,5.8,Richter,Earthquake,"Ground movement",--,--,1,32,0,0,,2010-0363
06/11/2010,06/11/2010,"Iran (Islamic Republic of)",IRN,"Dorud village (Dorud district, Lorestan province), Razan village (Khorramabad district, Lorestan province)",33.37,48.94,4.9,Richter,Earthquake,"Ground movement",--,--,0,104,0,0,,2010-0591
20/12/2010,20/12/2010,"Iran (Islamic Republic of)",IRN,"Fahraj village (Bam district, Kerman province)",28.412,59.18,6.7,Richter,Earthquake,"Ground movement",--,--,7,25,0,0,,2010-0645
27/08/2010,27/08/2010,"Iran (Islamic Republic of)",IRN,"Damghan village (Damghan district, Semnan province), Torud village (Shahrud district, Semnan province)",35.49,54.47,5.8,Richter,Earthquake,"Ground movement",--,--,3,3600,0,0,,2010-0672
11/08/2012,11/08/2012,"Iran (Islamic Republic of)",IRN,"Varzeghan village (Ahar district, East Azarbayejan province), Heris, Tabriz districts (East Azarbayejan province)",38.329,46.826,6.4,Richter,Earthquake,"Ground movement",--,--,306,61546,500000,0,,2012-0275
05/12/2012,05/12/2012,"Iran (Islamic Republic of)",IRN,"Zohan, Ghayen villages (Gaenat district, Khorasan province), Zirkooh, Hoserobat (Birjand district, Khorasan province)",,,5.5,Richter,Earthquake,"Ground movement",--,--,6,5523,0,0,,2012-0502
19/01/2012,19/01/2012,"Iran (Islamic Republic of)",IRN,"Nishabur district (Khorasan province)",58.835,36.29,5.1,Richter,Earthquake,"Ground movement",--,--,0,238,0,0,,2012-0597
09/04/2013,09/04/2013,"Iran (Islamic Republic of)",IRN,"Shonbeh ,Kaki villages (Dashty district, Bushehr province), Baghan,Tasouj villages (Shiraz district, Fars province)",28.428,51.593,6.3,Richter,Earthquake,"Ground movement",--,--,37,4350,600000,0,,2013-0098
16/04/2013,16/04/2013,"Iran (Islamic Republic of)",IRN,"Khash, Saravan districts (Sistan-o baluchestan province)",28.033,61.996,7.7,Richter,Earthquake,"Ground movement",--,--,0,27,0,0,,2013-0099
28/11/2013,28/11/2013,"Iran (Islamic Republic of)",IRN,"Borazjan city (Dashtestan district, Bushehr province)",29.32,51.31,5.8,Richter,Earthquake,"Ground movement",--,--,8,1620,0,0,,2013-0516
02/01/2014,02/01/2014,"Iran (Islamic Republic of)",IRN,"Bastak city (Bandar-elengeh district, Hormozgan province)",,,5.5,Richter,Earthquake,"Ground movement",--,--,1,330,2000,0,,2014-0054
18/08/2014,18/08/2014,"Iran (Islamic Republic of)",IRN,"Moormoori village (Abdanan district, Ilam province), Tape Hamane Oliya, Tape Hamane Sofla villages (Dehloran district, Ilam province)",32.583,47.7,6.1,Richter,Earthquake,"Ground movement",--,--,0,12250,43000,0,,2014-0287
13/05/2017,13/05/2017,"Iran (Islamic Republic of)",IRN,"Kopet Dag Mountain, North Khorasan province (Bojnord, Maneh, Samarghan, Ghasre-Ghajar, Qorbour, Langer, Bidak)",37.772,57.204,5.6,Richter,Earthquake,"Ground movement",--,--,3,2262,2000,0,,2017-0204
12/11/2017,12/11/2017,"Iran (Islamic Republic of)",IRN,"Qasre-Shirin, Gilane-Garb, Kermanshah, Sare-Pule-Zahab, , Islamabad- E- Gharb, Dalahoo, Javanrood (Ezgeleh), Salase-Babajani (Kermanshah province), Ilam city, Mehran City (Ilam)",34.911,45.959,7.3,Richter,Earthquake,"Ground movement",--,--,444,209000,740000,0,,2017-0446
20/12/2017,20/12/2017,"Iran (Islamic Republic of)",IRN,"Tehran region (Malard, Alborz), Saveh city",35.649,50.962,4.9,Richter,Earthquake,"Ground movement",--,--,2,120,0,0,,2017-0521
22/07/2018,22/07/2018,"Iran (Islamic Republic of)",IRN,"Tazeh Abad district  (Kermanshah)",34.645,46.179,5.9,Richter,Earthquake,"Ground movement",--,--,0,5042,0,0,,2018-0281
26/08/2018,26/08/2018,"Iran (Islamic Republic of)",IRN,"Near Javanroud (Kermanshah province)",34.663,46.277,6,Richter,Earthquake,"Ground movement",--,--,2,13255,0,0,,2018-0310
12/11/2017,12/11/2017,Iraq,IRQ,"Sulaymaniyah governorate areas, Kalar, Darbandikhan, Khanaqin and Halabja,  Sulaymaniyah, Erbil",34.911,45.959,7.3,Richter,Earthquake,"Ground movement",--,--,10,5969,0,0,,2017-0446
29/10/2002,29/10/2002,Italy,ITA,"Zafferana Etnea, Giarre, Santa Venerina towns (Catania Province, Sicilia Region)",37.67,15.257,4.3,Richter,Earthquake,"Ground movement",--,--,0,1009,0,0,,2002-0680
31/10/2002,31/10/2002,Italy,ITA,"San Guliano di Puglia town (Campobasso province, Molise region)",41.726,14.875,5.4,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,30,8533,796000,0,,2002-0690
06/09/2002,06/09/2002,Italy,ITA,"Palermo Province (Sicilia Region)",38.381,13.701,6,Richter,Earthquake,"Ground movement",--,--,2,0,500000,0,,2002-0882
11/04/2003,11/04/2003,Italy,ITA,"Alessandria Province (Piemonte Region)",44.792,8.892,5,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,0,232,561352,0,,2003-0184
06/04/2009,06/04/2009,Italy,ITA,"Aquila, Villa Sant'Angelo, Borgo di Castelnuovo Onna, Poggio Picenze, Tormintarte, Totani, Poggio di Roio, Massa d'Albe, Tempera, Paganica, Fossa towns (L'Aquila Province, Abruzzo region)",42.334,13.334,6.3,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,295,56000,2500000,260000,,2009-0136
20/05/2012,20/05/2012,Italy,ITA,"Finale Emilia, Mirandola towns (Modena Province, Emilia-romagna Region), Sant'Agostino area (Ferrara province, Emilia-romagna Region)",44.89,11.23,6,Richter,Earthquake,"Ground movement",--,--,7,11050,15800000,1300000,,2012-0142
29/05/2012,29/05/2012,Italy,ITA,"Modena Province (Emilia-romagna Region)",44.851,11.086,5.8,Richter,Earthquake,"Ground movement",--,--,17,14350,0,1300000,,2012-0162
24/08/2016,24/08/2016,Italy,ITA,"Amatrice, Accumoli, Pescara del Tronto, Arquataa, Posta (Rieti and Ascoli Piceno provinces)",42.723,13.187,6.2,Richter,Earthquake,"Ground movement",--,--,296,4854,5000000,75000,,2016-0313
26/10/2016,26/10/2016,Italy,ITA,"Visso, Ussita (Macerata district, Marche province)",42.934,13.043,6.1,Richter,Earthquake,"Ground movement",--,--,1,3027,200000,0,,2016-0357
30/10/2016,30/10/2016,Italy,ITA,"Norcia (Perugia district, Umbria province)",42.855,13.088,6.5,Richter,Earthquake,"Ground movement",--,--,0,22292,200000,0,,2016-0358
18/01/2017,19/01/2017,Italy,ITA,"Avezzano, Campotosto, Montereale, Capitignano, Ortolano di Campoposto, Mopolino (L’Aquila); Csatel Castagna, Csatigkione Messer Raimondo, Prati di Tivo (Teramao); Abruzzo (Pescara), Lazio (Rieti), Marche (Ascoli Piceno, Macerata, Fermo, Ancona) region",42.601,,5.3,Richter,Earthquake,"Ground movement","Avalanche (Snow, Debris)",--,29,11,18000,6000,,2017-0015
23/08/2017,23/08/2017,Italy,ITA,"Casamicciola Terme, Lacco Ameno (Ischia Isl.), near Flegrea coast of Campania (Naples province)",,,4.3,Richter,Earthquake,"Ground movement",--,--,2,2642,0,0,,2017-0349
01/07/2000,01/07/2000,Japan,JPN,"Koodusimamura, Niizimamura districts (Tookyoo province)",34.221,139.131,6.4,Richter,Earthquake,"Ground movement",--,--,1,100,0,0,,2000-0428
06/10/2000,06/10/2000,Japan,JPN,"Aimityoo, Kisimototyoo, Mizokutityoo, Saihakutyoo, Daisentyoo, Nawatyoo, Nakayamatyoo, Hieduson districts (Tottori province), Simane, Okayama provinces",35.456,133.134,6.7,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,0,7132,500000,150000,,2000-0656
24/03/2001,24/03/2001,Japan,JPN,"Hirosima, Ehime provinces",34.083,132.526,6.8,Richter,Earthquake,"Ground movement",--,--,2,11261,500000,128000,,2001-0123
26/05/2003,26/05/2003,Japan,JPN,"Iwate, Miyagi, Yamagata, Akita, Aomori provinces",38.849,141.568,7,Richter,Earthquake,"Ground movement",Fire,"Slide (land, mud, snow, rock)",0,2303,233000,87000,,2003-0249
25/07/2003,25/07/2003,Japan,JPN,"Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku, Isinomakisi, Hurukawasi, Kasimadaimati, Nangootyoon, Narusetyoo, Yamototyoo, Yoneyamatyoo districts (Miyagi province)",38.483,141.003,5.5,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,0,18191,411000,202000,,2003-0354
25/09/2003,25/09/2003,Japan,JPN,"Hokkaidoo province",41.774,143.593,7.4,Richter,Earthquake,"Ground movement",Fire,"Tsunami/Tidal wave",2,773,563000,87000,,2003-0476
23/10/2004,23/10/2004,Japan,JPN,"Odiyasi, Nagaokasi, Tookamatisi districts (Niigata province)

",37.318,138.808,6.63,Richter,Earthquake,"Ground movement",Fire,"Slide (land, mud, snow, rock)",40,62183,28000000,760000,,2004-0532
20/03/2005,20/03/2005,Japan,JPN,"Hukuoka province",33.807,130.131,6.6,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,1,3535,400000,120000,,2005-0129
19/04/2005,19/04/2005,Japan,JPN,"Hukuoka, Saga provinces",33.637,130.179,5.5,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,0,895,0,0,,2005-0211
25/03/2007,25/03/2007,Japan,JPN,"Nanao, Wajima districts (Isikawa province), Niigata, Toyama provinces",37.336,136.588,6.7,Richter,Earthquake,"Ground movement","Tsunami/Tidal wave","Slide (land, mud, snow, rock)",1,41027,250000,22000,,2007-0101
16/07/2007,16/07/2007,Japan,JPN,"Aikawamati, Akadomarimura, Hatanomati, Izumozakimati, Kanaimati, Kariwamura, Kasiwazakisi, Manomati, Nagaokasi, Niigatasi, Odiyasi, Ogimati, Sanzyoosi, Sawatamati, Yosidamati, Zyooetusi districts (Niigata province), Nagano, Toyama provinces",37.535,138.446,6.6,Richter,Earthquake,"Ground movement","Tsunami/Tidal wave",Fire,9,14000,12500000,335000,,2007-0258
15/04/2007,15/04/2007,Japan,JPN,"Mie, Nara, Siga provinces",34.807,136.239,5.1,Richter,Earthquake,"Ground movement",--,--,0,201,0,0,,2007-0654
13/06/2008,13/06/2008,Japan,JPN,"Mizusawasi, Moriokasi districts (Iwate province), Tukidatetyoo, Hurukawasi, Sendaisi_Aobaku, Sendaisi_Daisiroku, Sendaisi_Izumiku, Sendaisi_Miyaginoku, Sendaisi_Wakabayasiku districts (Miyagi province), Akita province",39.03,140.881,6.9,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,23,448,167000,55000,,2008-0242
23/07/2008,24/07/2008,Japan,JPN,"Hatinohesi district (Aomori province)",39.802,141.464,6.8,Richter,Earthquake,"Ground movement","Slide (land, mud, snow, rock)",--,1,470,110000,0,,2008-0275
10/08/2009,10/08/2009,Japan,JPN,"Sizuokasi, Yaidusi, Sagaratyoo, Huziedasi, Simadasi, Kakegawasi, Haibaratyoo districts (Sizuola province), Tookyoo province",34.743,138.264,6.2,Richter,Earthquake,Tsunami,"Tsunami/Tidal wave",Fire,1,25319,400000,250000,,2009-0320
11/03/2011,11/03/2011,Japan,JPN,"Hokkaidoo, Akita, Aomori, Yamagata, Miyagi, Iwate, Hukusima, Tookyoo, Ibaraki, Totigi, Gunma, Saitama, Tiba, Kanagawa, Nagano provinces",38.297,142.373,9,Richter,Earthquake,Tsunami,Fire,"Industrial accidents",19846,368820,210000000,37500000,,2011-0082
07/04/2011,07/04/2011,Japan,JPN,"Ishinomakisi, Onagawatyoo districts (Miyagi province), Yamagata province",38.276,141.588,7.1,Richter,Earthquake,"Ground movement",--,--,2,132,0,0,,2011-0130
