sep=,
"Start date","End date",Country,ISO,Location,Latitude,Longitude,"Magnitude value","Magnitude scale","Disaster type","Disaster subtype","Associated disaster","Associated disaster2","Total deaths","Total affected","Total damage ('000 US$)","Insured losses ('000 US$)","Disaster name","Disaster No."
23/07/2009,26/07/2009,"Philippines (the)",PHL,"Metropolitan Manila district (National Capital region (NCR) province), Pampanga district (Region III (Central Luzon) province), Batangas, Cavite, Quezon districts (Region IV-A (Calabarzon) province), Romblon, Mindoro Oriental, Mindoro Occidental, Marinduque districts (Region IV (Southern Tagalog) province), Albay, Camarines Sur, Masbate districts (Region V (Bicol region) province), Antique district (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Region VIII (Eastern Visayas) province",,,83,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",Surge,16,110405,4281,0,"Topical Storm ""Feria"" (Nangka)",2009-0239
18/07/2009,18/07/2009,"Philippines (the)",PHL,"Dingras, Nueva Era, Paoay, Batac, Adams, Pinili, Piddig, San Nicolas, Banna, Marcos, Solsona, Sarrat, Pasuqion areas (Ilocos Norte district, Region I (Ilocos region) province), Naic, Kawit, Noveleta, Bacoor, Cavite areas (Cavite district, Region IV-A (Calabarzon) province), San Mateo, Rodriguez areas (Rizal district, Region IV-A (Calabarzon) province), Passig, Las Pinas, Marikina, Quezon, Taguig areas (Metropolitan Manila district, National Capital region (NCR) province)",,,,Kph,Storm,"Tropical cyclone",--,--,5,248058,0,0,"Tropical Storm ""Isang"" (Molave)",2009-0265
04/08/2009,08/08/2009,"Philippines (the)",PHL,"Benguet district (Cordillera Administrative region (CAR) province), Tarlac, Zambales districts (Region III (Central Luzon) province), Pangasinan district (Region I (Ilocos region) province)",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",Flood,26,94229,25000,0,"Typhoon Morakot (Kiko)",2009-0321
02/09/2009,08/09/2009,"Philippines (the)",PHL,"Botolan area (Zambales district, Region III (Central Luzon) province), Pilar, Morong, Hermosa, Dinalupihan areas (Bataan district, Region III (Central Luzon) province), Sibalom area (Antique district, Region VI (Western Visayas) province), San Erique, Pontevedra, La Carlota City, Valladolid, Hinigaran areas (Negros Occidental district, Region VI (Western Visayas) province), Bayawan city (Negros Oriental district, Region VII (Central Visayas) province)",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",--,1,95700,0,0,"Tropical storm Labuyo (Dujuan)",2009-0360
08/09/2009,09/09/2009,"Philippines (the)",PHL,"Botolan, Iba, San Antonio, San Felipe, San Marcelino areas (Zambales district, Region III (Central Luzon) province), Abucay, Bagac, Dinalupihan, Hermosa, Morong, Pilar, Samal areas (Bataan district, Region III (Central Luzon) province), Apalit, Arayat, Bacolor, Floridabanca, Guagua, Lubao, Masantol, Mexico, Minalin, San Luis, Sasmuan, Stanta Ana, Santo Thomas areas (Pampanga district, Region III (Central Luzon) province), Balagtas, Calumpit, Guiguinto, Marilao, Meycauayan, San Miguel areas (Bulacan district, Region III (Central Luzon) province), Calamba city (Laguna district, Region IV-A (Calabarzon) province)",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",15,388373,6303,0,"Tropical depression Maring",2009-0373
12/09/2009,13/09/2009,"Philippines (the)",PHL,"Santa Teresita area (Cagayan district, Region II (Cagayan Valley) province), Silang area (Cavite district, Region IV-A (Calabarzon) province), Santa Cruz, Bay, Los Banos, Santa Rosa, Calamba, Banan, San Pedro areas (Laguna district, Region IV-A (Calabarzon) province), Pasil area (Kalinga district, Cordillera Administrative region (CAR) province)",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",3,48333,0,0,"Tropical Depression Nando",2009-0374
24/09/2009,27/09/2009,"Philippines (the)",PHL,"Bolinao, Sual, Dagupan areas (Pangasinan district, Region I (Ilocos region) province), Rizal, Cabarroguis areas (Quirino district, Region II (Cagayan Valley) province), Mandaluyong, Manila, Marikina, Muntinlupa, Navotas, Paranaque, Pasig, Las Pinas, Caloocan, Makati, Valenzuela, Malabon, Pateros, Quezon, Taguig, San Juan, Pasay areas (Metropolitan Manila district, National Capital region (NCR) province), Balanga, Orani, Mariveles, Hermosa areas (Bataan district, Region III (Central Luzon) province), Angat, Balagtas, Baliwag, Bocaue, Bulacan, Bustos, Calumpit, Guiguinto, Hagonoy, Malolos, Marilao, Meycauayan, Plaridel, San Miguel areas (Bulacan district, Region III (Central Luzon) province),
Arayal, Bacolor, Lubao, Mabelacat, San Simon, San Luis, San Fernando city, Sto.Tomas, Floridablanca, Sta.Rita areas (Pampanga district, Region III (Central Luzon) province), Licab area (Nueva Ecija district, Region III (Central Luzon) province), Magsaysay, San Jose areas (Mindoro Occidental district, Region IV (Southern Tagalog) province), Naga City, Sangay, Pasacao areas (Camarines Sur district, Region V (Bicol region) province), San Pascuan area (Masbate district, Region V (Bicol region) province), Pioduran area (Albay district, Region V (Bicol region) province), Pilar area (Sorsogon district, Region V (Bicol region) province), Zamboanga city (Zamboanga Del Sur district, Region IX (Zamboanga Peninsula) province), Kalamasig area (Sultan Kudarat district, Region XII (Soccsksargen) province), Kabugao area (Apayao district, Cordillera Administrative region (CAR) province), Kabayan area (Benguet district, Cordillera Administrative region (CAR) province), Region IV-A (Calabarzon) province",,,,Kph,Storm,"Tropical cyclone",Flood,--,501,4901763,237489,0,"Tropical storm ""Ondoy"" (Ketsana)",2009-0414
29/09/2009,10/10/2009,"Philippines (the)",PHL,"Isabela, Nueva Vizcaya, Cagayan districts (Region II (Cagayan Valley) province), Quezon district (Region IV-A (Calabarzon) province), Albay, Camarines Sur, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Negros Occidental district (Region VI (Western Visayas) province), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon) provinces",17.57,121.42,145,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",512,4478491,585379,0,"Typhoon ""Pepeng"" (Parma)",2009-0422
28/10/2009,28/10/2009,"Philippines (the)",PHL,"Aurora, Bataan, Bulacan districts (Region III (Central Luzon) province), Mindoro Occidental, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Albay, Camarines Norte, Camarines Sur districts (Region V (Bicol region) province), National Capital region (NCR), Region IV-A (Calabarzon) province",,,140,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",--,39,802175,15194,0,"Tropical storm ""Mirinae"" (Santi)",2009-0478
25/11/2009,25/11/2009,"Philippines (the)",PHL,"Agusan del Norte district (Region XIII (Caraga) province), Region VII (Central Visayas), Region X (Northern Mindanao) provinces",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",--,4,48142,12,0,"Tropical depression ""Urduja""",2009-0521
01/08/2009,03/08/2009,"Philippines (the)",PHL,"Panay area (Capiz district, Region VI (Western Visayas) province), Negros Occidental, Negros Oriental districts (Region VII (Central Visayas) province), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",,,,Kph,Storm,"Tropical cyclone",Flood,--,14,221422,2888,0,"Goni (Jolina)",2009-0606
12/07/2010,15/07/2010,"Philippines (the)",PHL,"Manila City, Muntinlupa City, Pateros areas (Metropolitan Manila district, National Capital region (NCR) province), Dingalan area (Aurora district, Region III (Central Luzon) province), Abucay, Bagac, Balanga, Limay, Mariveles, Morong, Orani, Orion, Samal (Bataan district, Region III (Central Luzon) province), Malolos city (Bulacan district, Region III (Central Luzon) province), Masantol area (Pampanga district, Region III (Central Luzon) province), Basud, Capalonga, Daet, Jose Panganiban, Labo, Mercedes, Paracale, San Lorenzo Ruiz, Santa Elena, Talisay, Vinzons areas (Camarines Norte district, Region V (Bicol region) province), Bombon, Caramoan, Lagonoy, Pasacao, Siruma areas (Camarines Sur district, Region V (Bicol region) province), Bagamanoc, Caramoran, Gigmoto, Pandan areas (Catanduanes district, Region V (Bicol region) province), Region IV-A (Calabarzon) province",17.1,121.47,120,Kph,Storm,"Tropical cyclone",Flood,--,146,585474,8675,0,"Typhoon Conson (Basyang)",2010-0308
09/08/2010,09/08/2010,"Philippines (the)",PHL,"Sitio Sabitan area (Santo Rosario borough, Malolos city, Bulacan district, Region III (Central Luzon) province), Navostas area (Metropolitan Manila district, National Capital region (NCR) province), Region IV (Southern Tagalog) province",,,95,Kph,Storm,"Tropical cyclone","Transport accident",--,31,1045,0,0,"Tropical storm Ester (Dianmu)",2010-0383
18/10/2010,18/10/2010,"Philippines (the)",PHL,"Aringuay, Bangar areas (La Union district, Region I (Ilocos region) province), Bolinao areas (Pangasinan district, Region I (Ilocos region) province), Aparri, Claveria, Gonzaga, Iguig, Lasam, Rizal, Santa Aba, Santa Praxedes, Santa Teresita, Santo Nino, Tiao areas (Cagayan district, Region II (Cagayan Valley) province), Dinapigue, Divilacan, San Mariano, Santa Maria (Isabela district, Region II (Cagayan Valley) province), Casiguran, Dilasag, Dinalungan areas (Aurora district, Region III (Central Luzon) province), Bagio City, Itogon, La Trinidad, Tublay areas (Benguet district, Cordillera Administrative region (CAR) province), Pinukbuk, Tabuk areas (Kalinga district, Cordillera Administrative region (CAR) province), Tadian area (Mountain Province district, Cordillera Administrative region (CAR) province)",,,260,Kph,Storm,"Tropical cyclone",--,--,35,2009026,275745,0,"Typhoon Megi (Juan)",2010-0543
08/05/2011,11/05/2011,"Philippines (the)",PHL,"Bulacan, Zambales districts (Region III (Central Luzon) province), Cebu district (Region VII (Central Visayas) province), Eastern Samar, Leyte, Northern Samar, Samar districts (Region VIII (Eastern Visayas) province), National Capital region (NCR), Region V (Bicol region) ",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",37,430092,31259,0,"Typhoon Bebeng (Aere)",2011-0157
09/06/2011,10/06/2011,"Philippines (the)",PHL,"National Capital region (NCR), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon) provinces",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",9,1152,0,0,"Tropical storm ""Dodong"" (Sarika)",2011-0203
21/06/2011,25/06/2011,"Philippines (the)",PHL,"Pangasinan district (Region I (Ilocos region) province), Batangas, Cavite, Rizal districts (Region IV-A (Calabarzon) province), Albay, Camarines Sur districts (Region V (Bicol region) province, National Capital region (NCR), Region III (Central Luzon) provinces",,,120,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",20,1700089,12869,0,"Topical storm ""Meari"" (Falcon)",2011-0231
26/07/2011,27/07/2011,"Philippines (the)",PHL,"La Pinas area (Metropolitan Manila district, National Capital region (NCR) province), Nueva Ecija district (Region III (Central Luzon) province), Cavite, Quezon districts (Region IV-A (Calabarzon) province), Marinduque district (Region IV (Southern Tagalog) province), Iloilo district (Region VI (Western Visayas) province), Siquijor district (Region VII (Central Visayas) province), Leyte district (Region VIII (Eastern Visayas) province), Ifugao district (Cordillera Administrative region (CAR) province), Region V (Bicol region) province",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",84,1108224,63258,0,"Topical storm Juaning (Nock-ten)",2011-0272
02/08/2011,02/08/2011,"Philippines (the)",PHL,"Mandaluyong, Marikina, Quezon, San Juan cities (Metropolitan Manila district, National Capital region (NCR) province), Japalit area (Pampanga district, Region III (Central Luzon) province), Paniqui area (Tarlac district, Region III (Central Luzon) province), Calatagan, Malvar areas (Batangas district, Region IV-A (Calabarzon) province), Antopolo City, Rodriguez, San Mateo areas (Rizal district, Region IV-A (Calabarzon) province)",,,165,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",11,8423,59,0,"Typhoon ""Kabayan"" (Muifa)",2011-0279
27/08/2011,29/08/2011,"Philippines (the)",PHL,"Quezon City area (Metropolitan Manila district, National Capital region (NCR) province), Zambales, Bulacan districts (Region III (Central Luzon) province), Iloilo district (Region IV (Southern Tagalog) province), Benguet, Abra, Mountain Province districts (Cordillera Administrative region (CAR) province), Catanduanes district (Region V (Bicol region) province), Zamboanga Del Sur district (Region IX (Zamboanga Peninsula) province), Region I (Ilocos region) province",,,,Kph,Storm,"Tropical cyclone",--,--,43,403230,34452,0,"Typhoon Mina (Nanmadol)",2011-0341
01/10/2011,01/10/2011,"Philippines (the)",PHL,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",--,25,1113775,2655,0,"Typhoon Quiel (Nalgae)",2011-0378
24/09/2011,24/09/2011,"Philippines (the)",PHL,"Mindoro Occidental, Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Albay, Camarines Norte, Camarines Sur, Catanduanes districts (Region V (Bicol region) province), Antique, Iloilo districts (Region VI (Western Visayas) province), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) province",,,,Kph,Storm,"Tropical cyclone",--,--,103,3030846,344173,0,"Typhoon Pedring (Nesat)",2011-0379
13/10/2011,13/10/2011,"Philippines (the)",PHL,"Mindoro Oriental, Romblon districts (Region IV (Southern Tagalog) province), Capiz, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Southern Leyte district (Region VIII (Eastern Visayas) province), Misamis Oriental district (Region X (Northern Mindanao) province), South Cotabato district (Region XII (Soccsksargen) province), Dinagat district (Region XIII (Caraga) province)",,,,Kph,Storm,"Tropical cyclone",--,--,11,75638,0,0,"Tropical Storm Ramon (Banyan)",2011-0384
15/12/2011,18/12/2011,"Philippines (the)",PHL,"Cagayan district (Region II (Cagayan Valley) province), Negros Oriental, Cebu districts (Region VII (Central Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Misamis Oriental, Lanao del Norte, Bukidnon districts (Region X (Northern Mindanao) province), Compostela district (Region XI (Davao Region) province), Surigao del Sur district (Region XIII (Caraga) province), Lanao del Sur district (Autonomous region in Muslim Mindanao (ARMM) province)",8.526,124.88,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",1439,1150300,38082,0,"Tropical storm Washi (Sendong)",2011-0519
20/05/2011,29/05/2011,"Philippines (the)",PHL,"Taguig city (Metropolitan Manila district, National Capital region (NCR) province), Isabela district (Region II (Cagayan Valley) province), Albay, Camarines Norte, Camarines Sur, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Zamboanga del Sur district (Region IX (Zamboanga Peninsula) province), Bukidnon district (Region X (Northern Mindanao) province), Compostela, Davao del Norte districts (Region XI (Davao Region) province), Lanao del Sur, Maguindanao districts (Autonomous region in Muslim Mindanao (ARMM) province)",,,,Kph,Storm,"Tropical cyclone",Flood,--,0,446907,431,0,"Typhoon Chedeng (Songda)",2011-0555
14/06/2011,20/06/2011,"Philippines (the)",PHL,"Autonomous region in Muslim Mindanao (ARMM), Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV (Southern Tagalog)
Region IV-A (Calabarzon), Region IX (Zamboanga Peninsula), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen), Region XIII (Caraga) provinces",,,,Kph,Storm,"Tropical cyclone",--,--,0,0,0,0,"Tropical Storm Haima (Egay)",2011-0576
31/07/2012,07/08/2012,"Philippines (the)",PHL,"Ilocos Sur, Pangasinan districts (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Bataan, Bulacan, Nueva Ecija, Pampanga, Tarlac districts (Region III (Central Luzon) province), Batangas, Cavite, Laguna, Rizal district (Region IV-A (Calabarzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province), Aklan, Antique, Iloilo, Negros Occidental districts (Region VI (Western Visayas) province), Cebu district (Region VII (Central Visayas) province), Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Benguet, Ifugao, Kalinga, Mountain Province districts (Cordillera Administrative region (CAR) province), National Capital region (NCR) province",,,150,Kph,Storm,"Tropical cyclone",Flood,--,58,949086,9821,0,"Tropical storm Gener (Saola)",2012-0260
17/08/2012,17/08/2012,"Philippines (the)",PHL,"Cordillera Administrative region (CAR), National Capital region (NCR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon) provinces",,,,Kph,Storm,"Tropical cyclone",--,--,4,0,3000,0,"TYphoon Kai-Tak",2012-0294
20/08/2012,21/08/2012,"Philippines (the)",PHL,"La Union district (Region I (Ilocos region) province)",,,165,Kph,Storm,"Tropical cyclone",Flood,--,11,5607,99,0,"Typhoon Igme (Tembin)",2012-0296
21/09/2012,24/09/2012,"Philippines (the)",PHL,"Muntinlupa city (Metropolitan Manila district, National Capital region (NCR) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province)",,,210,Kph,Storm,"Tropical cyclone",Flood,--,4,7921,0,0,"Typhoon Lawin (Jelawat)",2012-0374
25/10/2012,25/10/2012,"Philippines (the)",PHL,"National Capital region (NCR), Region I (Ilocos region), Region III (Central Luzon), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas), Region XIII (Caraga) province",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",Flood,36,108040,1339,0,"Typhoon Son Tinh (Ofel)",2012-0406
13/09/2012,14/09/2012,"Philippines (the)",PHL,"National Capital region (NCR), Region III (Central Luzon) provinces",,,,Kph,Storm,"Tropical cyclone",--,--,1,1234,0,0,"Typhoon Karen",2012-0434
03/10/2012,03/10/2012,"Philippines (the)",PHL,"Zambales district (Region III (Central Luzon) province), Mindoro Occidental district (Region IV (Southern Tagalog) province)",,,80,Kph,Storm,"Tropical cyclone",--,--,0,322,0,0,"Tropical Storm Marce (Gaemi)",2012-0463
04/12/2012,04/12/2012,"Philippines (the)",PHL,"Region XI (Davao Region) province",,,260,Kph,Storm,"Tropical cyclone",--,--,1901,6246664,898352,0,"Typhoon Bopha",2012-0500
25/12/2012,27/12/2012,"Philippines (the)",PHL,"Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",,,,Kph,Storm,"Tropical cyclone",Flood,Surge,24,241606,5526,0,"Tropical storm Wukong (Quinta)",2012-0540
03/01/2013,10/01/2013,"Philippines (the)",PHL,"Palawan, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Zamboanga Del Norte district (Region IX (Zamboanga Peninsula) province), Compostela, Davao del Norte districts (Region XI (Davao Region) province)",,,,Kph,Storm,"Tropical cyclone",Flood,--,1,10597,0,0,"Tropcal storm Auring",2013-0036
30/06/2013,30/06/2013,"Philippines (the)",PHL,"Region III (Central Luzon), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",,,,Kph,Storm,"Tropical cyclone",--,--,7,3596,1000,0,"Typhoon Rumbia",2013-0258
12/08/2013,15/08/2013,"Philippines (the)",PHL,"Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces",,,,Kph,Storm,"Tropical cyclone",--,--,18,395730,32431,0,"Tropical storm Utor (Labuyo)",2013-0272
21/09/2013,22/09/2013,"Philippines (the)",PHL,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas) provinces",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",Flood,5,72696,0,0,"Typhoon Usagi (Odette)",2013-0373
20/02/2013,21/02/2013,"Philippines (the)",PHL,"Mindoro Oriental district (Region IV (Southern Tagalog) province), Leyte district (Region VIII (Eastern Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Bukidnon, Lanao del Norte districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Agusan del Norte district (Region XIII (Caraga) province), Maguindanao district (Autonomous region in Muslim Mindanao (ARMM) province), Region VII (Central Visayas), Region XI (Davao Region) provinces",,,,Kph,Storm,"Tropical cyclone",--,--,6,262884,1680,0,"Tropical depression Crising (Shanshan)",2013-0378
12/10/2013,14/10/2013,"Philippines (the)",PHL,"Nueva Vizcaya district (Region II (Cagayan Valley) province), Pangasinan district (Region I (Ilocos region) province), Region III (Central Luzon) province",,,,Kph,Storm,"Tropical cyclone",Flood,--,20,871755,96723,0,"Tropical storm Nari (SAnti)",2013-0430
08/11/2013,08/11/2013,"Philippines (the)",PHL,"Samar, Leyte districts (Region VIII (Eastern Visayas) province), Cebu district (Region VII (Central Visayas) province), Iloilo, Capiz, Aklan districts (Region VI (Western Visayas) province), Palawan district (Region IV (Southern Tagalog) province)",,,315,Kph,Storm,"Tropical cyclone",Surge,--,7354,16106870,10000000,700000,"Typhoon Haiyan (Yolanda)",2013-0433
31/10/2013,31/10/2013,"Philippines (the)",PHL,"Ilocos Norte district (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Apayao district (Cordillera Administrative region (CAR) province)",,,,Kph,Storm,"Tropical cyclone",Flood,--,4,220443,4729,0,"Typhoon Krosa (Vinta)",2013-0437
19/01/2014,20/01/2014,"Philippines (the)",PHL,"North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Autonomous region in Muslim Mindanao (ARMM), Region X (Northern Mindanao), Region XI (Davao Region), Region XIII (Caraga) provinces",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",79,1148707,12591,0,"Tropical Depression Agaton ( (Lingling)",2014-0020
31/01/2014,01/02/2014,"Philippines (the)",PHL,"Antique, Negros Occidental districts (Region VI (Western Visayas) province), Cebu (Region VII (Central Visayas) province), Biliran, Leyte, Southern Leyte districts (Region VIII (Eastern Visayas) province), Agusan del Norte, Dinagat, Surigao del Norte districts (Region XIII (Caraga) province)",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",6,47740,3200,0,"Topical storm Basyang (Kajiki)",2014-0055
15/07/2014,15/07/2014,"Philippines (the)",PHL,"National Capital region (NCR), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog), Region V (Bicol region), Region VIII (Eastern Visayas) provinces",,,150,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",111,4654966,820576,0,"Typhoon Rammasun (Glenda)",2014-0227
22/07/2014,23/07/2014,"Philippines (the)",PHL,"Region II, Region IV-A, Region IV provinces",,,,Kph,Storm,"Tropical cyclone",Rain,"Slide (land, mud, snow, rock)",2,683,0,0,"Typhoon Henry (Matmo)",2014-0240
17/09/2014,22/09/2014,"Philippines (the)",PHL,"Dagupan, Lingayen areas (Pangasinan district, Region I (Ilocos region) province), Pampanga district (Region III (Central Luzon) province), Metropolitan Manila district (National Capital region (NCR) province)",,,85,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)","Transport accident",22,2052157,75783,0,"Tropical strom Fung-Wong (Mario)",2014-0330
10/09/2014,16/09/2014,"Philippines (the)",PHL,"Ilocos Norte, La Union, Pangasinan districts (Region I (Ilocos region) province), Cagayan, Isabela, Nueva Vizcaya districts (Region II (Cagayan Valley) province), Negros Occidental district (Region VI (Western Visayas) province), Rizal district (Region IV-A (Calabarzon) province), Apayao, Benguet, Kalinga districts (Cordillera Administrative region (CAR) province), National Capital region (NCR), Region III (Central Luzon) provinces",,,130,Kph,Storm,"Tropical cyclone","Transport accident",Flood,4,431086,19183,0,"Typhoon Kalmaegi (Luis)",2014-0390
27/11/2014,28/11/2014,"Philippines (the)",PHL,"Palawan district (Region IV (Southern Tagalog) province), Negros Occidental district (Region VI (Western Visayas) province), Bohol, Cebu, Negros Oriental districts (Region VII (Central Visayas) province), Southern Leyte district (Region VIII (Eastern Visayas) province), Misamis Occidental, Misamis Oriental districts (Region X (Northern Mindanao) province), Davao del Sur district (Region XI (Davao Region) province), Dinagat, Surigao del Norte, Surigao del Sur districts (Region XIII (Caraga) province)",,,,Kph,Storm,"Tropical cyclone",Flood,--,12,4695,0,0,"Tropical storm 'Sinlaku' (Queenie)",2014-0474
12/12/2014,12/12/2014,"Philippines (the)",PHL,"Bataan district (Region III (Central Luzon) province), Agusan Del Norte, Agusan Del Sur, Surigao Del Sur, Surigao Del Norte districts (Region XIII (Caraga) province), National Capital region (NCR), Region IV (Southern Tagalog), Region IV-A (Calabarzon), Region V (Bicol region), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",,,210,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",Flood,18,4150400,113878,0,"Typhoon 'Hagupit' (Ruby)",2014-0479
28/12/2014,31/12/2014,"Philippines (the)",PHL,"Palawan district (Region IV (Southern Tagalog) province), Antique, Capiz, Negros Occidental districts (Region VI (Western Visayas) province), Bohol, Cebu, Siquijor districts (Region VII (Central Visayas) province), Leyte, Samar, Southern Leyte districts (Region VIII (Eastern Visayas) province), Zamboanga Del Sur district (Region IX (Zamboanga Peninsula) province), Bukidnon, Camiguin, Lanao del Norte, Misamis Oriental districts (Region X (Northern Mindanao) province), Compostela, Davao del Norte, Davao Oriental districts (Region XI (Davao Region) province), Region XIII (Caraga) province",,,210,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",--,72,578549,17688,0,"Tropical storm 'Jangmi' (Seniang)",2014-0497
19/01/2015,19/01/2015,"Philippines (the)",PHL,"Albay, Camarines Norte, Catanduanes, Sorsogon districts (Region V (Bicol region) province), Cebu district (Region VII (Central Visayas) province), Eastern Samar, Samar districts (Region VIII (Eastern Visayas) province)",,,,Kph,Storm,"Tropical cyclone",Flood,"Slide (land, mud, snow, rock)",2,21687,1000,0,"Tropical storm 'Amang' (Mekkhala)",2015-0017
06/04/2015,06/04/2015,"Philippines (the)",PHL,"Isabela district (Region II (Cagayan Valley) province), Aurora district (Region III (Central Luzon) province)",,,200,Kph,Storm,"Tropical cyclone",--,--,0,2761,0,0,"Typhoon' Maysak'",2015-0105
11/05/2015,11/05/2015,"Philippines (the)",PHL,"Benito Soliven, Dinapigue, Dilvilacan, Maconacon, Palanan areas (Isabela district, Region II (Cagayan Valley) province), Aparri, Buguey, Calayan, Gonzaga, Santa Ana, Santa Teresita areas (Cagayan district, Region II (Cagayan Valley) province)",,,220,Kph,Storm,"Tropical cyclone",--,--,2,523,348,0,"Typhoon Noul (Dodong)",2015-0176
12/07/2015,12/07/2015,"Philippines (the)",PHL,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley) provinces",,,,Kph,Storm,"Tropical cyclone",--,--,5,14100,1500000,0,"Typhoon Chan-Home",2015-0244
04/07/2015,05/07/2015,"Philippines (the)",PHL,"Ilocos Norte, Ilocos Sur, La Union districts (Region I (Ilocos region) province), Palawan district (Region IV (Southern Tagalog) province), Benguet, Abra, Kalinga districts (Cordillera Administrative region (CAR) province)",,,,Kph,Storm,"Tropical cyclone","Slide (land, mud, snow, rock)",--,0,55567,2218,0,"Tropical cyclone Linfa (Egay)",2015-0278
