name	normalname	country	latitude	longitude	population
Ad Dāmir	Ed Damer	SD	17.59898	33.97205	103941
Ad-Damir	Ed Damer	SD	17.59898	33.97205	103941
Al-Damir	Ed Damer	SD	17.59898	33.97205	103941
El Damar	Ed Damer	SD	17.59898	33.97205	103941
aldamr	Ed Damer	SD	17.59898	33.97205	103941
الدامر	Ed Damer	SD	17.59898	33.97205	103941
Ad-Damazin	Ad-Damazin	SD	11.7891	34.3592	186051
Ad Damazin	Ad-Damazin	SD	11.7891	34.3592	186051
Ad Damāzīn	Ad-Damazin	SD	11.7891	34.3592	186051
Damazin	Ad-Damazin	SD	11.7891	34.3592	186051
Ed Damazin	Ad-Damazin	SD	11.7891	34.3592	186051
RSS	Ad-Damazin	SD	11.7891	34.3592	186051
aldmazyn	Ad-Damazin	SD	11.7891	34.3592	186051
Ед Дамазин	Ad-Damazin	SD	11.7891	34.3592	186051
الدمازين	Ad-Damazin	SD	11.7891	34.3592	186051
Ad Dabbah	Ad Dabbah	SD	18.05	30.95	11626
Ad Dabba	Ad Dabbah	SD	18.05	30.95	11626
Al Dabbah	Ad Dabbah	SD	18.05	30.95	11626
Dabbah	Ad Dabbah	SD	18.05	30.95	11626
Debba	Ad Dabbah	SD	18.05	30.95	11626
Debbat el Muaskar	Ad Dabbah	SD	18.05	30.95	11626
Debbeh	Ad Dabbah	SD	18.05	30.95	11626
EDB	Ad Dabbah	SD	18.05	30.95	11626
Ed Debba	Ad Dabbah	SD	18.05	30.95	11626
Abu Jibeha	Abu Jibeha	SD	11.4562	31.2285	21790
Abu Gibeyah	Abu Jibeha	SD	11.4562	31.2285	21790
Abu Gubeiha	Abu Jibeha	SD	11.4562	31.2285	21790
Abu Jubayhah	Abu Jibeha	SD	11.4562	31.2285	21790
Abu-Gebeiha	Abu Jibeha	SD	11.4562	31.2285	21790
Abū Jubayhah	Abu Jibeha	SD	11.4562	31.2285	21790
alfwlt	El Fula	SD	11.71195	28.3462	0
الفولة	El Fula	SD	11.71195	28.3462	0
